Season,asyn,arfp,aprym,aaflag,aadino,acryp,aprasy,aphaeo,apen,acen,ahdino,ahflag,achoano,ahcryp,ahcil,aacil
Spring,4.92815393969849,4.15625635427136,6.28860811306533,1.83058086934673,12.0829450577889,3.77543155025126,0.827576615577889,1.07733641959799,50.5745175628141,101.548018128141,14.7636583517588,3.76521217336683,0.913303002512563,0.188657361809045,8.31573953015075,2.56983019346734
Summer,11.7071208112245,5.12688627295918,5.63046350765306,0.888232757653061,37.016746125,4.53211061479592,0.606932551020408,2.12301503571429,126.299408903061,101.948166992347,15.6459188469388,5.60211310714286,0.875522933673469,0.407420775510204,11.4507510867347,3.52833710204082
Fall,8.62296663636364,4.40585047507331,2.85129618768328,0.723949164222874,120.650015184751,3.61530917008798,0.35618180058651,1.42158913489736,13.0158799178886,15.1054726217009,12.3146870821114,2.58340352199413,0.366101454545455,0.404453275659824,3.62013230498534,2.11274790615836
Winter,5.55106120996441,5.41405696441281,4.04181790035587,0.281945736654804,11.7460687935943,4.34273731672598,0.426097669039146,0.131581288256228,6.92343101779359,14.4392638291815,4.74335376868327,2.46121464412811,0.304883911032028,0.249619782918149,3.01712560142349,1.67200448398577
