cruise,seq,date_time,ctrb_id,bottle,depth,dec_lat,dec_long,adinos,hdinos
12792,8,1992-05-06 21:25:00,Q5,1,0,36.63,-122.01,1.54534771745001,1.66049141807463
12792,9,1992-05-06 22:05:00,H1,6,0,36.62,-121.89,4.77911555190353,2.26120387964008
16392,1,1992-06-11 14:57:00,C1,12,0,36.79,-121.84,0.35085896386721,1.1724604651731
16392,2,1992-06-11 15:54:00,M3,2,0,36.78,-121.92,0.844882374018906,2.06371908913808
16392,3,1992-06-11 16:36:00,Q4,2,0,36.86,-121.91,1.60869343537982,0.782312610909956
16392,4,1992-06-11 17:16:00,H5,1,0,36.9,-122.01,-0.0851897644064521,1.17919331296171
16392,5,1992-06-11 17:44:00,L4,1,0,36.88,-122.08,0.262468874380299,-0.476406483839999
16392,6,1992-06-11 18:49:00,H3,12,0,36.77,-122.01,1.71414399399664,0.774848819138689
16392,7,1992-06-11 20:26:00,C7,12,0,36.63,-122.13,0.440714484393369,0.648989942794241
16392,8,1992-06-11 21:18:00,Q5,2,0,36.63,-122.01,0.87242870446626,0.349110606338416
16392,9,1992-06-11 22:00:00,H1,6,0,36.62,-121.89,1.43248973315466,2.47622633462339
16992,1,1992-06-17 20:01:00,H3,12,0,36.77,-122.01,3.31859072599243,1.88075993611054
16992,2,1992-06-17 21:29:00,C7,12,0,36.63,-122.13,3.32126380692229,-0.0972931445800675
18392,1,1992-07-01 14:51:00,C1,12,0,36.79,-121.84,1.73912597893341,-0.695159203320899
18392,2,1992-07-01 15:54:00,M3,2,0,36.78,-121.92,-0.469368630899866,0.809834060101115
18392,3,1992-07-01 16:37:00,Q4,2,0,36.86,-121.91,2.74107186801502,0.0266799049089455
18392,4,1992-07-01 17:19:00,H5,1,0,36.9,-122.01,1.60220783832538,1.17942977304772
18392,5,1992-07-01 17:48:00,L4,1,0,36.88,-122.08,-0.0433334789921509,0.544905839480302
18392,6,1992-07-01 18:52:00,H3,12,0,36.77,-122.01,-0.170688681816314,0.304722800979172
18392,7,1992-07-01 20:37:00,C7,13,0,36.63,-122.13,1.74557922126242,0.970823613129042
18392,8,1992-07-01 21:51:00,Q5,1,0,36.63,-122.01,2.92047264619222,-0.024640088969761
18392,9,1992-07-01 22:28:00,H1,6,0,36.62,-121.89,-1.96474950045073,-0.628674911617002
19792,1,1992-07-15 14:48:00,C1,12,0,36.79,-121.84,3.02664123188562,2.05942453140527
19792,3,1992-07-15 16:55:00,H1,6,0,36.62,-121.89,2.65724296400827,1.71138583180331
19792,5,1992-07-15 18:43:00,C7,12,0,36.63,-122.14,1.2863488798857,0.692583521734152
19792,6,1992-07-15 20:19:00,H3,12,0,36.77,-122.01,2.64016407409045,2.16361022579394
21892,1,1992-08-05 14:38:00,C1,12,0,36.79,-121.84,2.3120624407212,1.83804093368461
21892,3,1992-08-05 16:35:00,H1,6,0,36.62,-121.89,2.7742896498419,3.04062881980259
21892,5,1992-08-05 18:22:00,C7,11,0,36.63,-122.14,-0.445865316592657,-0.918833963146937
21892,6,1992-08-05 20:11:00,H3,12,0,36.77,-122.01,2.53103573674751,2.34499657560853
21892,7,1992-08-05 21:26:00,L4,2,0,36.88,-122.08,1.65287434233782,2.50407353582784
21892,8,1992-08-05 21:55:00,H5,4,0,36.9,-122.01,1.44735935654587,3.0329282941692
21892,9,1992-08-05 22:36:00,Q4,2,0,36.85,-121.91,2.21781719751673,2.79416361393156
25392,1,1992-09-09 14:43:00,C1,12,0,36.79,-121.84,0.988771380655146,0.264124253239778
25392,3,1992-09-09 16:52:00,H1,6,0,36.62,-121.89,0.7828452784139,0.375274593044751
25392,5,1992-09-09 18:44:00,C7,12,0,36.63,-122.13,1.50904968112283,0.933540298962308
25392,6,1992-09-09 20:28:00,H3,12,0,36.77,-122.01,1.8313100959026,0.665611530365424
28992,1,1992-10-15 14:52:00,C1,12,0,36.79,-121.84,0.738958149426034,1.27962076152234
28992,3,1992-10-15 18:53:00,H3,12,0,36.78,-122.01,-0.318975992473257,-0.965047771592208
28992,5,1992-10-15 20:22:00,H5,2,0,36.9,-122.01,0.194688108148107,0.548804412203772
28992,6,1992-10-15 21:01:00,Q4,2,0,36.86,-121.9,1.57979919299926,-0.161881485649457
30992,1,1992-11-04 15:44:00,C1,12,0,36.79,-121.84,0.74769076203689,0.880302038114725
30992,2,1992-11-04 16:30:00,M3,2,0,36.78,-121.93,0.865096800970943,-0.825070723610493
30992,3,1992-11-04 17:38:00,H1,6,0,36.62,-121.89,0.0343859676606436,0.522629878603952
30992,4,1992-11-04 18:24:00,Q5,2,0,36.63,-122.01,1.54666657557285,-0.136477442256026
30992,5,1992-11-04 19:31:00,C7,12,0,36.63,-122.14,0.15355507391784,0.239958189602316
30992,6,1992-11-04 21:09:00,H3,12,0,36.77,-122.01,1.90523323329634,-0.334921839108801
30992,7,1992-11-04 22:17:00,L4,2,0,36.88,-122.08,0.732147196284417,0.410541534557709
30992,8,1992-11-04 22:46:00,H5,2,0,36.9,-122.01,1.24511925820356,0.520042418320446
30992,9,1992-11-04 23:26:00,Q4,2,0,36.86,-121.9,0.195708220909661,-0.122220742729085
SU92-4,1,1992-11-17 17:52:00,Mooring1,7,0,36.76,-122.01,1.5191341396345,2.46553149111409
35192,1,1992-12-16 17:13:00,H3,12,0,36.78,-122.01,-2.79246495224457,1.16925402225672
35192,2,1992-12-16 19:39:00,C7,12,0,36.63,-122.14,-0.912689723295097,-1.0248898193825
35192,3,1992-12-16 20:45:00,Q5,2,0,36.63,-122.01,-1.2063322523021,0.874051483523974
35192,5,1992-12-16 22:43:00,M3,2,0,36.78,-121.93,0.352950014996863,-0.986520081771277
35192,6,1992-12-16 23:25:00,C1,12,0,36.79,-121.84,1.27232439023324,1.54300768314439
01393,1,1993-01-13 18:17:00,C1,12,0,36.79,-121.84,-0.229061025078247,0.453170875007537
01393,2,1993-01-13 19:59:00,H3,12,0,36.78,-122.02,0.812741907445595,0.414214057525558
02593,1,1993-01-25 16:07:00,C1,12,0,36.79,-121.85,1.47649126309961,-0.62113912597633
02593,2,1993-01-25 17:19:00,H3,12,0,36.77,-122.01,3.1102463720525,0.184366963522658
04193,1,1993-02-10 16:20:00,C1,12,0,36.79,-121.84,2.60680675422937,-1.05445570009162
04193,2,1993-02-10 19:29:00,Mooring1,12,0,36.74,-122.02,0.888455707074234,-0.216026438155338
04193,3,1993-02-10 20:08:00,H3,12,0,36.77,-122.01,0.300883548244742,-0.351866522946428
04193,4,1993-02-10 22:04:00,MOORING2,12,0,36.71,-122.38,0.963557068941911,0.584073111523466
05493,1,1993-02-23 15:53:00,C1,12,0,36.79,-121.84,2.01632787162633,0.496536011835577
05493,2,1993-02-23 17:09:00,H3,12,0,36.77,-122.01,0.366151697325257,1.24333091188633
05493,3,1993-02-23 18:02:00,Mooring1,12,0,36.75,-122,0.924296996035822,0.709555819493962
05493,4,1993-02-23 20:32:00,MOORING2,12,0,36.7,-122.37,1.10686018109598,1.25728074794419
06993,1,1993-03-10 16:35:00,C1,12,0,36.79,-121.85,2.40730522364916,1.45073920599498
06993,2,1993-03-10 18:19:00,Mooring1,12,0,36.74,-122.01,1.45798435875653,2.27268727429291
06993,3,1993-03-10 19:20:00,H3,12,0,36.77,-122.01,2.38384484438472,1.93729932494799
06993,4,1993-03-10 21:46:00,MOORING2,12,0,36.68,-122.39,1.64875919745294,1.32602245834078
09793,1,1993-04-07 15:11:00,C1,11,0,36.79,-121.85,2.02721557564717,2.91381166205563
09793,2,1993-04-07 18:32:00,Mooring1,12,0,36.73,-122.01,0.316883043689156,-0.779199744630354
09793,3,1993-04-07 19:18:00,H3,12,0,36.77,-122.01,0.730948617786696,0.394949344094459
11193,1,1993-04-21 15:20:00,C1,9,0,36.8,-121.85,2.10593777067826,3.55712525277762
11193,2,1993-04-21 19:34:00,Mooring1,12,0,36.74,-122.01,3.03096967924592,3.39047220536044
11193,3,1993-04-21 20:26:00,H3,12,0,36.77,-122.01,2.3334060110536,2.74140915226352
14693,1,1993-05-26 15:07:00,C1,12,0,36.79,-121.84,1.04298364530888,-0.0772644871712199
14693,2,1993-05-26 16:46:00,Mooring1,12,0,36.76,-122.01,0.53113047786635,0.0895426705611574
14693,3,1993-05-26 17:35:00,H3,12,0,36.78,-122.01,-0.747214846274764,0.779165231030767
14693,4,1993-05-26 19:33:00,Midpoint,12,0,36.72,-122.2,1.10726706117593,0.954108538336949
16093,1,1993-06-09 17:08:00,Mooring1,12,0,36.74,-122.01,-0.868787109230188,1.65173370038709
16093,2,1993-06-09 17:56:00,H3,12,0,36.77,-122.01,0.721968817958355,-0.422520223274918
16093,3,1993-06-09 19:25:00,Midpoint,12,0,36.72,-122.19,0.550215745645726,-0.27718271742248
16093,4,1993-06-09 21:37:00,C1,12,0,36.79,-121.84,-0.244304625882218,1.98524912444611
18893,1,1993-07-07 14:52:00,C1,12,0,36.79,-121.84,1.14425719423313,2.50190428467717
18893,2,1993-07-07 17:30:00,Mooring1,12,0,36.76,-122.02,2.32379731458052,2.78305970960703
18893,3,1993-07-07 18:41:00,H3,12,0,36.78,-122.01,-0.639054906971902,2.89101438470066
18893,4,1993-07-07 20:11:00,Midpoint,12,0,36.73,-122.19,1.25120031962391,1.93351652149651
20293,1,1993-07-21 14:53:00,C1,12,0,36.79,-121.84,1.02370912864143,0.476241632384744
20293,3,1993-07-21 17:16:00,H3,12,0,36.77,-122.01,-0.763138407380636,0.245383206643807
20293,4,1993-07-21 19:41:00,MOORING2,12,0,36.68,-122.4,-1.99411558421208,-0.812239322722458
21693,1,1993-08-04 15:16:00,C1,11,0,36.79,-121.84,0.136620491442004,-1.4860484002572
21693,2,1993-08-04 16:24:00,H3,12,0,36.77,-122.01,-0.722990083154173,-1.6557227176379
21693,3,1993-08-04 17:16:00,Mooring1,12,0,36.75,-122.01,NA,-0.433880014847704
21693,4,1993-08-04 19:42:00,Midpoint,12,0,36.72,-122.2,0.393342593103609,-0.667771874228717
24493,1,1993-09-01 15:08:00,C1,11,0,36.79,-121.85,1.4378414358025,1.73428465239678
24493,2,1993-09-01 16:19:00,Mooring1,11,0,36.75,-122.01,1.1878928114203,-0.323494414041553
24493,3,1993-09-01 17:49:00,H3,11,0,36.77,-122.01,0.813177023586553,1.95105631337955
24493,4,1993-09-01 19:58:00,MOORING2,11,0,36.7,-122.39,0.926197101364997,-0.959498382309897
27993,1,1993-10-06 14:58:00,C1,12,0,36.79,-121.84,1.25971077648275,2.5981795299665
27993,2,1993-10-06 16:20:00,Mooring1,11,0,36.75,-122.01,2.26324595682904,3.24175711996426
27993,3,1993-10-06 17:34:00,H3,11,0,36.77,-122.01,2.6602749217629,3.02505352331033
30093,1,1993-10-27 15:30:00,C1,11,0,36.79,-121.84,1.80904487870054,1.1740552027236
30093,2,1993-10-27 16:40:00,H3,12,0,36.77,-122.01,0.443982368768542,1.30591611799396
30093,3,1993-10-27 18:46:00,MOORING2,11,0,36.7,-122.38,1.46434161766596,0.25912826503372
SU93-4,1,1993-11-10 18:57:00,H3,12,0,36.76,-122.01,2.83182485113415,1.52024247940221
32793,1,1993-11-23 15:56:00,C1,11,0,36.79,-121.84,2.92736488498324,-0.0423304232937841
32793,2,1993-11-23 17:13:00,Mooring1,12,0,36.75,-122.01,2.84571150389553,0.682810945255232
32793,3,1993-11-23 21:18:00,MOORING2,11,0,36.68,-122.39,-0.87253225304723,0.294764433221423
34993,1,1993-12-15 15:58:00,C1,11,0,36.79,-121.84,1.38546776958722,1.15093556910454
34993,2,1993-12-15 17:39:00,Mooring1,12,0,36.75,-122,0.498314079804918,-0.670102754751786
34993,3,1993-12-15 21:01:00,MOORING2,11,0,36.7,-122.37,0.0199104646187816,-0.46412494263391
02694,1,1994-01-26 20:03:00,MOORING2,11,0,36.68,-122.4,-0.425724959915542,0.247192054071349
02694,2,1994-01-26 22:16:00,Mooring1,12,0,36.75,-122.02,-0.132855049967219,0.363748268889345
05494,1,1994-02-23 16:05:00,C1,11,0,36.79,-121.85,0.0896852988720217,-0.725201473951042
05494,2,1994-02-23 19:03:00,MOORING2,12,0,36.68,-122.38,-0.128447196225372,-1.97743384042779
05494,3,1994-02-23 21:20:00,Mooring1,11,0,36.74,-122.02,-2.36501384126836,-2.69163565983412
06894,1,1994-03-09 15:46:00,C1,11,0,36.79,-121.84,1.47207840190715,1.49651532065996
06894,2,1994-03-09 19:53:00,MOORING2,1,0,36.69,-122.38,NA,-0.380293098251905
06894,3,1994-03-09 21:52:00,Mooring1,12,0,36.75,-122.02,-1.37616582832385,0.982316271850986
08294,1,1994-03-23 16:06:00,C1,11,0,36.79,-121.84,0.310393699795658,1.10838207517132
08294,2,1994-03-23 17:24:00,Mooring1,12,0,36.74,-122.02,-0.296603079906754,-1.16102826400062
10394,1,1994-04-13 15:00:00,C1,11,0,36.79,-121.84,2.42802355098656,1.04351175593761
10394,2,1994-04-13 18:44:00,MOORING2,11,0,36.68,-122.38,-0.909568377613347,0.945608339982189
10394,3,1994-04-13 21:36:00,Mooring1,12,0,36.74,-122.01,3.8072570907379,2.00676519810287
11794,1,1994-04-27 15:04:00,C1,11,0,36.79,-121.84,4.34183228168713,4.103891362823
11794,2,1994-04-27 17:07:00,Mooring1,12,0,36.74,-122.01,2.81387556869963,0.175556223447059
13894,1,1994-05-18 15:00:00,C1,11,0,36.79,-121.84,2.13576929811943,1.54154358018905
13894,2,1994-05-18 18:12:00,MOORING2,11,0,36.68,-122.38,1.72319953972248,1.7013880901118
13894,3,1994-05-18 20:44:00,Mooring1,12,0,36.74,-122.01,-0.566079382026282,2.54321761677592
15994,1,1994-06-08 17:23:00,Mooring1,11,0,36.73,-122,-3.4374361452496,1.39495921263306
15994,2,1994-06-08 19:07:00,Midpoint,11,0,36.72,-122.19,-0.475875233425042,-0.544570291196925
15994,3,1994-06-08 21:55:00,C1,11,0,36.79,-121.84,3.80099508253628,3.64448407745339
18094,1,1994-06-29 15:12:00,C1,11,0,36.79,-121.84,2.77629858219161,1.86308164799346
18094,2,1994-06-29 18:50:00,MOORING2,11,0,36.68,-122.38,1.47198271747022,3.25527263147099
18094,3,1994-06-29 21:09:00,Mooring1,12,0,36.74,-122.01,0.930632988246026,0.886522419686935
20194,1,1994-07-20 18:57:00,MOORING2,11,0,36.69,-122.39,0.60078460230672,0.82665919799677
20194,2,1994-07-20 21:12:00,Mooring1,12,0,36.75,-122.02,1.46504038230491,1.80787212701809
22394,1,1994-08-11 15:02:00,C1,11,0,36.79,-121.84,3.7356282742529,2.49790933067878
22394,2,1994-08-11 16:23:00,Mooring1,12,0,36.74,-122.01,2.66225942426996,NA
22394,3,1994-08-11 20:01:00,MOORING2,11,0,36.69,-122.38,-1.1108741590715,-0.526695892927024
23694,1,1994-08-24 15:02:00,C1,11,0,36.79,-121.84,0.878175487465081,0.479863609482756
23694,2,1994-08-24 18:42:00,MOORING2,11,0,36.7,-122.39,-1.53364421904998,0.190133464234829
23694,3,1994-08-24 21:01:00,Mooring1,12,0,36.74,-122.02,1.8034034146111,2.25428688779295
25094,1,1994-09-07 15:46:00,C1,11,0,36.79,-121.84,0.449048725834347,0.819884231329802
25094,2,1994-09-07 17:39:00,Mooring1,11,0,36.74,-122.02,0.74214065739329,0.882338006475328
25094,3,1994-09-07 19:42:00,MOORING2,11,0,36.7,-122.38,0.342827712019957,1.30336808328451
27194,1,1994-09-28 14:43:00,C1,11,0,36.79,-121.84,1.59542397430118,1.3999395900952
27194,2,1994-09-28 16:00:00,Mooring1,11,0,36.74,-122.02,0.810656845520632,0.573972802435375
27194,3,1994-09-28 19:43:00,MOORING2,11,0,36.7,-122.38,0.730675597202281,0.1958142858075
29294,1,1994-10-19 14:50:00,C1,11,0,36.79,-121.84,3.47718622196911,2.70651876238165
29294,2,1994-10-19 18:33:00,MOORING2,11,0,36.68,-122.39,1.52247838864552,-0.81217624218436
29294,3,1994-10-19 21:28:00,Mooring1,12,0,36.75,-122.02,1.70783967201341,-0.825812662479091
31394,1,1994-11-09 16:35:00,C1,11,0,36.79,-121.84,4.02997743972828,1.94397356079245
33494,1,1994-11-30 15:49:00,C1,11,0,36.79,-121.85,1.63323783401146,0.522757949564926
33494,2,1994-11-30 19:19:00,MOORING2,11,0,36.7,-122.38,-0.313252903896798,-0.869378520430821
33494,3,1994-11-30 21:38:00,Mooring1,12,0,36.73,-122.02,0.579093992864458,0.0325030075018604
35594,1,1994-12-21 16:07:00,C1,11,0,36.79,-121.84,3.3681806108662,1.17112176962954
35594,2,1994-12-21 19:02:00,MOORING2,11,0,36.68,-122.39,0.531781703227438,0.235991857196301
35594,3,1994-12-21 21:15:00,Mooring1,12,0,36.75,-122.03,0.800678737800563,-0.166639170751849
03995,1,1995-02-08 20:20:00,C1,11,0,36.79,-121.84,4.16832414161001,1.35359269274452
03995,2,1995-02-08 21:45:00,Mooring1,12,0,36.75,-122.01,2.97053338157584,-0.125142676496779
03995,3,1995-02-09 00:03:00,MOORING2,11,0,36.7,-122.38,-0.280314612292957,-0.109840535979535
06095,1,1995-03-01 16:16:00,C1,11,0,36.79,-121.84,3.50661704557069,-0.131662283355215
06095,2,1995-03-01 17:42:00,Mooring1,12,0,36.75,-122.03,0.0355099907770386,1.03626372338135
06095,3,1995-03-01 20:27:00,MOORING2,11,0,36.7,-122.37,1.5555870344266,-0.662367764347524
07495,1,1995-03-15 15:52:00,C1,11,0,36.79,-121.85,2.29587674223969,0.548030074859128
07495,2,1995-03-15 19:09:00,MOORING2,11,0,36.69,-122.39,0.634911951868811,0.281811625044013
07495,3,1995-03-15 21:28:00,Mooring1,12,0,36.75,-122.02,5.23327858696874,-0.52084060670906
08895,1,1995-03-29 15:58:00,C1,11,0,36.79,-121.85,3.15214114460426,1.84167661716028
08895,2,1995-03-29 18:28:00,Mooring1,12,0,36.73,-122.01,0.797515303959426,-0.53502269249184
08895,3,1995-03-29 20:43:00,MOORING2,11,0,36.68,-122.37,1.5526660591641,0.816320109056244
14495,1,1995-05-24 14:58:00,C1,11,0,36.79,-121.84,3.74689675039763,2.31765201471291
14495,2,1995-05-24 16:27:00,Mooring1,12,0,36.74,-122.01,3.49948717860122,2.58663505230159
14495,3,1995-05-24 19:52:00,MOORING2,11,0,36.69,-122.37,-0.0779766767193843,-0.125570025719573
16595,2,1995-06-14 17:35:00,Mooring1,12,0,36.74,-122.01,1.68032070356399,-0.0856014622957261
16595,3,1995-06-14 21:06:00,MOORING2,11,0,36.68,-122.39,-0.468010417013698,1.05806421496146
17995,1,1995-06-28 14:51:00,C1,11,0,36.79,-121.84,2.97830499687746,2.92340031566056
17995,2,1995-06-28 18:09:00,MOORING2,11,0,36.7,-122.37,-0.151602263134588,-1.18491882320846
19395,1,1995-07-12 14:54:00,C1,12,0,36.79,-121.84,5.31017101365798,3.00385390364973
19395,2,1995-07-12 18:45:00,MOORING2,12,0,36.7,-122.37,3.48724742449592,1.78331676300421
19395,3,1995-07-12 21:31:00,Mooring1,12,0,36.73,-122.01,3.97307217711053,1.11971798816545
20795,1,1995-07-26 15:12:00,C1,12,0,36.79,-121.84,2.61416866030702,1.91585306983727
20795,2,1995-07-26 16:56:00,Mooring1,11,0,36.74,-122.01,3.62405654587552,2.27195824259207
20795,3,1995-07-26 20:24:00,MOORING2,11,0,36.69,-122.39,2.28801201971256,0.521705621354993
22195,1,1995-08-09 14:51:00,C1,12,0,36.79,-121.84,4.99685613603028,3.20852277653523
22195,2,1995-08-09 18:46:00,MOORING2,11,0,36.67,-122.37,2.5738050299889,0.759184421805264
22195,3,1995-08-09 21:14:00,Mooring1,12,0,36.75,-122.01,3.69418915765556,0.465150622434498
23595,1,1995-08-23 14:46:00,C1,11,0,36.81,-121.84,5.51405998237735,3.2614375659514
23595,2,1995-08-23 17:57:00,MOORING2,12,0,36.68,-122.37,1.29464415044994,0.849724770200621
23595,3,1995-08-23 21:40:00,Mooring1,12,0,36.75,-122.01,1.09385599541713,0.11016833952808
25695,1,1995-09-13 15:06:00,C1,12,0,36.79,-121.84,3.35866315822535,2.00497038819914
25695,2,1995-09-13 16:28:00,Mooring1,11,0,36.73,-122.01,1.70908684802822,1.02570318732509
25695,3,1995-09-13 20:36:00,MOORING2,11,0,36.69,-122.37,0.817379154816797,0.458052498125981
27095,1,1995-09-27 14:58:00,C1,12,0,36.79,-121.84,4.19842284116568,2.23293346886292
27095,2,1995-09-27 18:58:00,MOORING2,12,0,36.7,-122.37,1.22094879338285,1.88020187735958
27095,3,1995-09-27 21:16:00,Mooring1,11,0,36.74,-122.01,2.83892371469353,2.01060164956237
28495,1,1995-10-11 14:47:00,C1,12,0,36.79,-121.84,2.53232349042783,3.0811861299045
28495,2,1995-10-11 17:00:00,Mooring1,12,0,36.75,-122.03,1.73131761195916,1.93958159450236
28495,3,1995-10-11 19:18:00,MOORING2,12,0,36.69,-122.37,1.21119516021087,0.863477124501522
29895,1,1995-10-25 15:31:00,C1,12,0,36.79,-121.84,4.44397404004979,4.26995324914833
29895,2,1995-10-25 19:01:00,MOORING2,12,0,36.68,-122.37,0.897479301180279,0.83192211426313
29895,3,1995-10-25 21:11:00,Mooring1,12,0,36.73,-122,3.12881600974532,2.34359516582647
31995,1,1995-11-15 15:56:00,C1,12,0,36.79,-121.84,4.29220709120021,2.69661978880202
31995,2,1995-11-15 19:40:00,MOORING2,12,0,36.7,-122.38,0.755865139228901,0.761142221045753
31995,3,1995-11-15 22:15:00,Mooring1,12,0,36.75,-122.02,3.20132136295337,1.21574059151522
34095,1,1995-12-06 16:09:00,C1,12,0,36.79,-121.84,5.89748442563379,3.45821500410998
34095,2,1995-12-06 18:52:00,Mooring1,12,0,36.74,-122.04,3.90993248180554,1.55218605893469
34095,3,1995-12-06 21:51:00,TRANSECT,12,0,36.73,-122.14,2.22841538047289,1.63888020303406
00396,1,1996-01-03 15:53:00,C1,12,0,36.79,-121.85,0.709728448374022,0.188325165681589
00396,2,1996-01-03 19:46:00,MOORING2,12,0,36.69,-122.36,0.774500413735065,-0.320101963707892
03196,1,1996-01-31 17:22:00,C1,12,0,36.8,-121.85,0.89598516212362,0.845589258701171
03196,3,1996-02-01 00:09:00,Mooring1,12,0,36.74,-122,0.564359376451411,-0.210934634374075
04596,1,1996-02-14 15:45:00,C1,12,0,36.79,-121.85,2.41407762932508,0.288184945989686
04596,2,1996-02-14 17:50:00,Mooring1,12,0,36.74,-122.03,0.694270549344891,0.269327655991879
04596,3,1996-02-14 20:53:00,MOORING2,12,0,36.7,-122.38,-0.910932612269491,-0.982286314009727
07396,1,1996-03-13 17:37:00,C1,12,0,36.79,-121.84,0.391957624749663,0.463085378239038
07396,2,1996-03-13 19:24:00,Mooring1,12,0,36.74,-122.02,-0.0582998886038659,-0.140848382337382
09496,1,1996-04-03 17:33:00,C1,12,0,36.79,-121.84,0.58910801375831,-0.905167821434481
09496,2,1996-04-03 20:41:00,MOORING2,12,0,36.68,-122.37,-0.295918566096622,0.549077021130631
09496,3,1996-04-03 22:35:00,Mooring1,11,0,36.74,-122.01,-0.302265224936524,0.128872431500035
11596,1,1996-04-24 14:23:00,C1,12,0,36.79,-121.84,-0.0483880450301712,1.06267245420818
11596,2,1996-04-24 18:40:00,MOORING2,12,0,36.74,-122.39,0.298960234218448,0.810735975130528
11596,3,1996-04-24 21:11:00,Mooring1,12,0,36.73,-122.01,NA,-0.382614190397164
13696,1,1996-05-15 15:50:00,C1,12,0,36.79,-121.84,0.781366827297599,1.95924273101231
13696,2,1996-05-15 19:42:00,MOORING2,12,0,36.7,-122.37,NA,-1.15305474699767
13696,3,1996-05-15 21:55:00,Mooring1,12,0,36.75,-122.02,0.972613596740262,2.94671606883932
15796,1,1996-06-05 20:50:00,C1,12,0,36.79,-121.84,1.88374442964347,0.662211055244294
15796,2,1996-06-05 22:18:00,Mooring1,12,0,36.75,-122.02,0.798983133179706,-1.33757277073016
15796,3,1996-06-06 00:35:00,MOORING2,12,0,36.7,-122.38,0.282611740013668,0.507228963530978
17896,1,1996-06-26 14:49:00,C1,12,0,36.79,-121.84,0.89258147563041,3.44108838294266
17896,2,1996-06-26 16:45:00,Mooring1,12,0,36.73,-122,-2.4453590669855,1.00446166964658
17896,3,1996-06-26 19:16:00,MOORING2,12,0,36.7,-122.39,-0.594122091402129,1.62478179073677
20096,1,1996-07-18 14:52:00,C1,12,0,36.79,-121.84,2.99799027235486,2.04925871352461
20096,2,1996-07-18 16:36:00,Mooring1,12,0,36.74,-122.01,NA,1.07620136271654
20096,3,1996-07-18 19:47:00,MOORING2,12,0,36.7,-122.4,-0.670407693590456,0.0681837442317636
21996,1,1996-08-06 14:53:00,C1,12,0,36.79,-121.84,1.92780145766783,3.29650723385018
21996,2,1996-08-06 18:57:00,MOORING2,12,0,36.69,-122.38,1.18370101298952,1.11294573887761
21996,3,1996-08-06 21:09:00,Mooring1,12,0,36.75,-122.02,1.40549018670208,3.60956502493123
24096,1,1996-08-27 14:48:00,C1,12,0,36.79,-121.84,1.1531841194437,0.425380147386534
24096,2,1996-08-27 19:51:00,MOORING2,12,0,36.68,-122.39,1.02257142403969,2.11933918912293
24096,3,1996-08-27 22:23:00,Mooring1,12,0,36.74,-122,1.47949572803141,1.5645861425983
26196,1,1996-09-17 14:47:00,C1,12,0,36.79,-121.84,1.68637802742535,2.59126818925427
26196,2,1996-09-17 16:59:00,Mooring1,12,0,36.74,-122.01,1.47267203736361,2.310506039306
26196,3,1996-09-17 19:29:00,MOORING2,12,0,36.68,-122.4,1.85002303142579,2.01461004429558
28396,1,1996-10-09 14:51:00,C1,12,0,36.79,-121.85,1.83050955883493,2.06069568080927
28396,2,1996-10-09 18:37:00,MOORING2,12,0,36.7,-122.38,1.20660413932547,0.151449033665552
28396,3,1996-10-09 20:51:00,Mooring1,12,0,36.75,-122.02,1.92218228523087,2.14347540424869
02297,1,1997-01-22 16:37:00,C1,12,0,36.8,-121.85,1.12825134658876,0.936816235087473
02997,1,1997-01-29 16:02:00,C1,12,0,36.8,-121.85,-0.773084727096441,-0.799933156147653
02997,2,1997-01-29 20:21:00,MOORING2,12,0,36.71,-122.38,-1.3119589862527,-2.57484011008952
04997,1,1997-02-18 15:54:00,C1,12,0,36.8,-121.85,0.809323592954745,2.34574601409174
04997,2,1997-02-18 19:58:00,Mooring1,12,0,36.74,-122,0.0708982550901527,1.82768067447419
S197,2,1997-03-03 13:22:00,C1,12,0,36.79,-121.84,1.2914068669714,2.06595551260593
S197,5,1997-03-03 21:22:00,H3,11,0,36.72,-122.01,0.327853775578413,3.18844399845193
S197,11,1997-03-04 22:30:00,MOORING2,11,0,36.7,-122.38,1.20295338489447,1.95324574905998
08797,1,1997-03-28 16:05:00,C1,12,0,36.8,-121.84,-0.803879878360201,-0.769484096502728
08797,2,1997-03-28 18:26:00,Mooring1,12,0,36.75,-122.01,NA,-0.362749068424438
10697,1,1997-04-16 15:06:00,C1,12,0,36.8,-121.85,0.671553710661965,1.99573990871247
10697,2,1997-04-16 18:36:00,MOORING2,12,0,36.67,-122.38,NA,NA
10697,3,1997-04-16 21:58:00,Mooring1,12,0,36.73,-122,NA,NA
12797,1,1997-05-07 14:46:00,C1,12,0,36.8,-121.85,0.5909250682915,0.303790384159689
12797,2,1997-05-07 19:02:00,MOORING2,12,0,36.69,-122.4,-0.958788609068298,0.230538540854032
12797,3,1997-05-07 22:18:00,Mooring1,12,0,36.74,-122,-0.490740356677638,0.16667647491604
16997,1,1997-06-18 14:56:00,C1,12,0,36.8,-121.84,2.90966984616923,0.635440734224676
16997,2,1997-06-18 19:31:00,MOORING2,12,0,36.69,-122.38,1.37594701146519,0.500926791586743
16997,3,1997-06-18 22:17:00,Mooring1,12,0,36.74,-122.01,-1.54546361293963,1.08139695144851
19097,1,1997-07-09 14:43:00,C1,12,0,36.8,-121.85,3.25105697216324,3.14214155161829
