cruise,seq,date_time,ctrb_id,bottle,depth,dec_lat,dec_long,adinos,hdinos
19097,2,1997-07-09 20:08:00,Mooring1,12,0,36.74,-122.02,4.03349384609827,2.9766538829351
21197,1,1997-07-30 18:33:00,MOORING2,11,0,36.68,-122.38,-0.584651584406646,0.0172650967615748
21197,2,1997-07-30 21:24:00,Mooring1,11,0,36.76,-122.01,NA,-0.467927386130952
21197,3,1997-07-30 23:00:00,C1,11,0,36.8,-121.85,-0.419493041092807,2.02876976463668
22397,1,1997-08-11 14:54:00,C1,11,0,36.8,-121.85,2.52235231090404,1.33435322534947
22397,2,1997-08-11 19:28:00,MOORING2,11,0,36.68,-122.39,0.147723210689272,0.160853593595379
22397,3,1997-08-11 21:46:00,Mooring1,11,0,36.76,-122.02,2.84421996017502,1.08694819349272
S497,97,1997-09-14 05:00:00,67-55,24,0,36.62,-122.41,-0.956069000432568,0.925451444129903
S497,99,1997-09-14 10:29:00,Mooring1,24,0,36.78,-122.05,4.9605825281806,1.90584456481323
S497,105,1997-09-14 16:58:00,C1,24,0,36.79,-121.86,3.61589050177778,2.00058338215205
27497,1,1997-10-01 14:45:00,C1,12,0,36.8,-121.85,2.58846146114264,3.12211167656378
27497,2,1997-10-01 18:34:00,MOORING2,12,0,36.71,-122.39,2.47768094044694,0.922329263190432
27497,3,1997-10-01 21:14:00,Mooring1,12,0,36.76,-122.02,0.645930303125641,1.04960059996393
29597,1,1997-10-22 14:45:00,C1,12,0,36.8,-121.85,0.87360951006148,-0.41629605158684
29597,2,1997-10-22 18:33:00,MOORING2,12,0,36.7,-122.39,-0.3785072582281,-0.535048305124675
29597,3,1997-10-22 21:22:00,Mooring1,12,0,36.76,-122.02,0.349535820935396,0.914764768183554
31697,1,1997-11-12 15:46:00,C1,12,0,36.8,-121.85,2.86476501928655,1.77893137324468
31697,2,1997-11-12 19:28:00,MOORING2,12,0,36.7,-122.37,-0.837565044937971,0.469189547971476
31697,3,1997-11-12 22:09:00,Mooring1,12,0,36.76,-122.02,2.27353005384257,2.7647924098223
33797,1,1997-12-03 16:31:00,C1,12,0,36.8,-121.85,1.82254130966116,0.571022483517042
33797,2,1997-12-03 18:41:00,Mooring1,12,0,36.76,-122.04,1.10293692393819,-0.245309920047335
35297,1,1997-12-18 15:45:00,C1,11,0,36.8,-121.85,0.609306227007874,0.235822828471283
35297,2,1997-12-18 17:30:00,Mooring1,11,0,36.75,-122.02,1.84847874962599,0.737855692776463
00798,1,1998-01-07 15:45:00,C1,11,0,36.79,-121.84,0.460450013440746,0.724014349816932
00798,2,1998-01-07 18:48:00,MOORING2,11,0,36.71,-122.38,0.59853535684823,-0.640402939305086
00798,3,1998-01-07 21:38:00,Mooring1,11,0,36.74,-122.04,0.169006638726662,-1.18146794898587
S198,1,1998-01-21 10:10:00,C1,12,0,36.79,-121.85,-0.974757059484075,-1.97906783953331
S198,2,1998-01-21 21:26:00,H3,12,0,36.73,-122.02,-1.34468419728669,-0.642606169066228
S198,4,1998-01-22 02:17:00,MOORING2,12,0,36.68,-122.38,0.248341792150633,0.94333647611635
05098,1,1998-02-19 16:47:00,Mooring1,12,0,36.74,-122.02,0.220476798688119,-0.53860629116006
05098,2,1998-02-19 23:52:00,C1,11,0,36.79,-121.86,0.504248038805601,1.15184905994707
06398,1,1998-03-04 15:45:00,C1,11,0,36.79,-121.84,0.379785525289541,1.61463796867572
06398,2,1998-03-04 18:46:00,MOORING2,11,0,36.69,-122.39,-0.088996254647527,0.235767532499581
06398,3,1998-03-04 21:57:00,Mooring1,11,0,36.73,-122.01,-0.479746941528727,0.385784713341285
S298,26,1998-03-23 01:25:00,MOORING2,12,0,36.68,-122.4,-2.44176670379415,0.727517205818074
S298,29,1998-03-23 07:10:00,Mooring1,11,0,36.74,-122,-2.70134771304254,-2.70134771304254
S298,30,1998-03-23 09:35:00,C1,11,0,36.79,-121.84,0.154665975611007,-2.26271074735118
S398,1,1998-04-14 11:46:00,C1,12,0,36.79,-121.84,0.608660069474165,1.391663421883
S398,3,1998-04-14 18:14:00,NPS1,2,0,36.67,-122.2,-1.42590459012462,NA
S398,4,1998-04-14 20:09:00,67-55,12,0,36.61,-122.41,NA,-0.261295935334333
11998,1,1998-04-29 18:26:00,C1,11,0,36.79,-121.85,1.70276685816243,1.31205264925418
11998,2,1998-04-29 21:32:00,MOORING2,11,0,36.7,-122.35,1.61759713526003,0.720625665100541
11998,3,1998-04-29 23:41:00,Mooring1,11,0,36.74,-122.01,0.961312662303181,0.599223239482583
S498,1,1998-05-09 08:29:26,C1,12,0,36.79,-121.84,-1.83295653407839,-2.05721831698304
S498,3,1998-05-09 18:57:39,Mooring1,12,0,36.78,-122.05,-1.48356325795858,-0.583405277214449
S498,4,1998-05-10 02:35:52,67-55,12,0,36.63,-122.41,-1.02696534235575,-0.352298818871092
14098,1,1998-05-20 14:45:00,C1,11,0,36.79,-121.84,0.328923818863883,1.41377625078934
14098,2,1998-05-20 17:47:00,MOORING2,11,0,36.7,-122.39,-0.218213225370298,-1.00136126624517
14098,3,1998-05-20 20:56:00,Mooring1,11,0,36.73,-122.01,NA,0.261494655698133
16198,1,1998-06-10 15:14:00,C1,12,0,36.79,-121.84,1.44566313586687,0.796210409474086
16198,2,1998-06-10 18:19:00,MOORING2,12,0,36.69,-122.39,-0.104301077061136,0.228337240729538
16198,3,1998-06-10 20:46:00,Mooring1,12,0,36.75,-122.01,0.217098919279804,-0.562006643754793
18198,1,1998-06-30 02:41:03,C1,12,0,36.79,-121.84,2.91137850744064,1.58711786308835
18198,2,1998-06-30 06:17:00,MOORING2,12,0,36.66,-122.41,-0.371819039065392,0.672259544854971
18198,3,1998-06-30 21:16:00,Mooring1,12,0,36.73,-122.01,0.84348130086621,1.72803448374726
20398,1,1998-07-22 14:58:43,C1,11,0,36.79,-121.84,2.9352492510869,2.6716860334685
20398,2,1998-07-22 18:25:22,MOORING2,12,0,36.69,-122.39,0.153600528521777,-0.38589338982236
20398,3,1998-07-22 21:18:07,Mooring1,12,0,36.75,-122.01,2.44404646009387,3.33066453931423
S598,43,1998-08-02 16:29:24,C1,12,0,36.798,-121.851,2.92051108200142,0.0638776778287238
S698,1,1998-08-21 06:04:27,MOORING2,12,0,36.66,-122.38,0.0615042348434423,2.27045614174732
S698,3,1998-08-22 02:38:43,C1,11,0,36.79,-121.84,2.72514406496982,1.54656499008309
S698,4,1998-08-22 05:23:38,Mooring1,11,0,36.74,-122.02,1.47581005801443,2.20942002080039
26698,1,1998-09-23 14:54:54,C1,12,0,36.79,-121.84,2.14609852042569,1.12920809348964
26698,2,1998-09-23 17:00:01,Mooring1,12,0,36.75,-122.03,0.365714761390452,0.457841216041473
26698,3,1998-09-23 19:24:44,MOORING2,12,0,36.69,-122.38,2.68270408502494,2.28674002023797
29498,1,1998-10-21 14:52:48,C1,12,0,36.79,-121.84,2.52501318843073,0.899971901105664
29498,2,1998-10-21 16:55:08,Mooring1,12,0,36.75,-122.03,0.507298209749786,0.193047164600023
29498,3,1998-10-21 19:51:56,MOORING2,12,0,36.69,-122.36,2.69578522619277,-0.994052293341201
32898,1,1998-11-24 15:57:20,C1,12,0,36.79,-121.84,4.5563794523185,1.95936945063404
35098,1,1998-12-16 17:18:20,C1,12,0,36.79,-121.84,1.93819316385668,-0.423367402181834
35098,2,1998-12-16 18:40:39,Mooring1,12,0,36.75,-122.02,-1.56077156545351,1.05683219642989
35098,3,1998-12-16 21:26:23,MOORING2,12,0,36.68,-122.4,-0.668591162664058,-1.12876329622861
S199,114,1999-01-14 16:29:07,C1,12,0,36.8,-121.872,0.0889838470575531,-0.425937749813877
S199,121,1999-01-14 23:29:04,67-52.5,12,0,36.707,-122.235,-1.02880454927621,-1.25243502227561
S199,122,1999-01-15 02:13:05,67-55,12,0,36.62,-122.415,-0.517835133076864,-1.68397828575204
06499,3,1999-03-05 21:41:23,Mooring1,12,0,36.737,-122.016,-0.815400693927897,0.219712873262084
07699,1,1999-03-17 17:15:00,C1,12,0,36.82,-121.84,1.63347645751041,2.34433376201882
07699,2,1999-03-17 20:35:00,MOORING2,12,0,36.673,-122.39,-1.37459901903136,-1.13226938746621
07699,3,1999-03-17 23:48:19,Mooring1,12,0,36.746,-122.019,1.00827940156609,2.36317564364183
09699,1,1999-04-06 14:51:46,C1,12,0,36.796,-121.85,2.73567756001936,3.50828550414756
09699,2,1999-04-06 18:23:32,MOORING2,12,0,36.671,-122.408,-2.31020404362728,NA
09699,3,1999-04-06 21:04:49,Mooring1,12,0,36.735,-122.016,-0.929332912572754,-0.515022752735341
S299,1,1999-04-20 18:10:40,C1,12,0,36.797,-121.844,-0.266114989651271,3.44216749321254
S299,2,1999-04-20 19:54:07,Mooring1,12,0,36.731,-122.02,-2.33459188912913,1.62988366621344
S299,5,1999-04-21 03:45:40,67-55,12,0,36.619,-122.412,-0.636500341996762,-0.153308534531172
11799,1,1999-04-27 15:15:38,C1,11,0,36.805,-121.857,-0.66007997685575,2.15921598260383
11799,2,1999-04-27 18:46:01,MOORING2,11,0,36.677,-122.407,-0.701608879974905,1.50283017487385
13199,1,1999-05-11 14:49:48,C1,11,0,36.797,-121.847,1.19522858482796,2.91417503205289
13199,2,1999-05-11 19:12:22,MOORING2,11,0,36.683,-122.394,-2.49364875084484,1.39459084988232
13199,3,1999-05-11 22:10:50,Mooring1,11,0,36.746,-122.016,-2.13122337643643,2.02932926014829
S399,26,1999-05-27 07:03:24,MOORING2,11,0,36.706,-122.437,-0.0766780411843924,2.08904911577882
S399,31,1999-05-27 15:58:28,Mooring1,11,0,36.723,-122.023,-0.214302746648728,2.31425345214157
S399,32,1999-05-27 19:30:30,C1,11,0,36.796,-121.854,0.358662766908874,1.87551987308192
19499,1,1999-07-13 16:37:51,C1,12,0,36.795,-121.846,2.19057842943108,3.13441028085764
19499,2,1999-07-13 20:19:44,MOORING2,12,0,36.675,-122.41,1.08817703025658,-0.137717284114248
19499,3,1999-07-13 23:03:43,Mooring1,12,0,36.751,-122.011,1.26146697845876,1.7910645611687
S499,3,1999-07-23 16:32:00,c1,11,0,36.795,-121.856,1.40203925714454,1.92518543962918
S499,4,1999-07-23 17:59:07,mooring1,10,0,36.736,-122.022,-0.0735948730423571,1.92128206652569
S499,64,1999-07-30 04:12:38,mooring2,3,0,36.691,-122.356,-0.0369430689552247,1.16608462695237
21599,1,1999-08-03 15:48:09,c1,11,0,36.798,-121.849,1.75577229587885,2.3431280085754
21599,2,1999-08-03 19:00:04,MOORING2,11,0,36.677,-122.391,-1.1188568335955,-0.314754581416947
21599,3,1999-08-03 21:42:31,mooring1,11,0,36.737,-122.012,-0.0088318865452486,-0.626408581369925
23799,2,1999-08-25 17:49:42,c1,12,0,36.797,-121.848,2.67041797496846,2.60524227666151
23799,3,1999-08-25 19:34:37,mooring1,12,0,36.739,-122.025,5.74550521218564,3.46620835367723
25699,1,1999-09-13 15:33:22,C1,12,0,36.796,-121.85,3.97668831852728,2.25170139891936
25699,2,1999-09-13 19:04:01,Mooring2,12,0,36.686,-122.414,3.3372755236821,0.264504280690779
25699,3,1999-09-13 21:33:10,Mooring1,12,0,36.746,-122.016,-0.814510618212704,-0.535301051609343
27899,1,1999-10-05 14:42:37,c1,12,0,36.795,-121.85,2.92926805945934,-0.00836993034419783
27899,2,1999-10-05 17:49:10,mooring2,12,0,36.674,-122.393,3.56719980839872,-0.369673344010107
27899,3,1999-10-05 20:25:33,MOORING1,12,0,36.755,-122.018,1.62284996737279,1.3191126164094
29999,1,1999-10-26 14:50:19,c1,12,0,36.796,-121.845,4.05661931297172,3.32383857742877
29999,2,1999-10-26 18:44:24,mooring2,12,0,36.678,-122.39,0.725783281890974,0.0381412846260247
29999,3,1999-10-26 21:16:17,Mooring1,12,0,36.752,-122.021,0.908446445751097,-0.0127732314906437
S599,110,1999-11-16 18:27:33,c1,12,0,36.797,-121.847,2.37173683186091,0.59162484521081
S599,117,1999-11-16 23:06:12,H3,12,0,36.731,-122.018,-1.94806947873049,-0.167361222734326
S599,119,1999-11-17 04:56:01,67-55,12,0,36.62,-122.414,0.13276184659992,-0.0776351082683407
34099,1,1999-12-06 17:16:18,c1,12,0,36.8,-121.857,2.14796733743723,2.56134787991987
34099,2,1999-12-06 20:38:55,mooring2,12,0,36.691,-122.406,-0.110943851285604,-1.11344068797471
34099,3,1999-12-06 23:25:45,mooring1,12,0,36.749,-122.034,2.49248916307074,-0.0485066543621356
01100,1,2000-01-11 17:16:49,c1,12,0,36.797,-121.847,2.94566890670591,-0.160859131254712
01100,2,2000-01-11 20:03:09,mooring2,12,0,36.697,-122.377,-0.806573470630139,-0.464750252425267
01100,3,2000-01-11 22:41:27,mooring1,12,0,36.746,-122.024,0.755089992006081,0.522606159959258
S100,1,2000-02-01 17:43:14,c1,12,0,36.797,-121.847,0.725478833923208,1.03589397661109
S100,2,2000-02-01 21:38:02,mooring1,12,0,36.736,-122.024,1.35260364928489,-0.241008432254109
S100,4,2000-02-02 03:07:53,67-55,12,0,36.62,-122.416,0.354200585236534,0.08029252262103
06800,1,2000-03-08 18:37:07,c1,11,0,36.8,-121.847,1.01350092369374,0.831109243253473
06800,2,2000-03-08 20:11:55,mooring1,11,0,36.755,-122.016,2.93103800695539,0.43582423725187
08800,1,2000-03-28 15:51:10,c1,11,0,36.796,-121.847,-2.40332297616643,3.31390367391186
08800,2,2000-03-28 20:46:19,mooring1,11,0,36.74,-122.012,3.81286682523672,4.1201501487231
10300,1,2000-04-12 15:08:01,c1,11,0,36.797,-121.848,NA,2.86045495769211
10300,2,2000-04-12 18:18:48,mooring2,11,0,36.689,-122.399,-2.50118238389026,-1.31209639301593
10300,3,2000-04-12 20:57:36,mooring1,11,0,36.739,-122.01,NA,2.43681095691754
S200,24,2000-04-26 08:02:17,c1,11,0,36.796,-121.85,-1.46320132371829,-2.22464305171446
S200,25,2000-04-26 19:47:57,67-50,11,0,36.741,-122.005,-2.53016346359837,2.1684203569928
S200,29,2000-04-27 04:01:21,Mooring2,11,0,36.71,-122.39,0.266149399489245,0.284654744715771
13000,1,2000-05-09 14:53:22,c1,11,0,36.796,-121.849,1.71143947311363,3.54871827580472
13000,2,2000-05-09 18:02:27,mooring2,11,0,36.684,-122.396,-0.160589028249876,1.36840352019502
13000,3,2000-05-09 20:41:26,mooring1,11,0,36.743,-122.011,NA,-0.242996829893144
17200,1,2000-06-20 14:53:51,c1,11,0,36.798,-121.847,-0.890140645329771,-0.0544308429281741
17200,2,2000-06-20 18:01:25,mooring2,11,0,36.703,-122.387,-1.73124967753376,-1.37947764779297
17200,3,2000-06-20 20:32:44,mooring1,11,0,36.754,-122.028,NA,-0.45073918596028
19300,1,2000-07-11 15:12:38,c1,11,0,36.798,-121.848,NA,1.08315409065799
19300,2,2000-07-11 18:23:25,mooring2,11,0,36.696,-122.369,NA,-0.292113208784894
19300,3,2000-07-11 21:15:00,mooring1,11,0,36.757,-122.02,NA,-0.250550719980343
01701,2,2001-01-17 19:55:54,mooring2,12,0,36.694,-122.385,0.268856222952808,-2.17326882152399
01701,3,2001-01-17 22:04:12,mooring1,12,0,36.743,-122.029,-0.7474597652627,-0.326212250745813
S101,1,2001-02-06 17:28:11,C1,12,0,36.797,-121.849,1.07694592569504,2.29767917865142
S101,2,2001-02-06 19:45:01,H3,12,0,36.733,-122.026,1.29422457556276,1.603803669857
S101,4,2001-02-07 02:24:22,67-55,12,0,36.616,-122.406,-0.43061216144109,-1.32252363466123
05801,1,2001-02-27 15:50:36,c1,12,0,36.797,-121.847,0.759496093199442,1.15416272522004
05801,2,2001-02-27 18:56:58,mooring2,12,0,36.7,-122.378,-1.18352332745853,-0.521147040129537
05801,3,2001-02-27 21:26:56,mooring1,12,0,36.762,-122.028,NA,NA
09501,1,2001-04-05 08:55:41,c1,11,0,36.8,-121.85,-0.85402040614803,3.77874502069313
09501,2,2001-04-05 18:59:27,mooring2,11,0,36.685,-122.37,NA,2.66684354927749
09501,3,2001-04-05 21:20:25,mooring1,11,0,36.749,-122.009,NA,0.512885301173444
11501,1,2001-04-25 08:04:31,c1,11,0,36.8,-121.85,0.86777001140151,4.05724766949808
11501,2,2001-04-25 18:16:03,mooring2,11,0,36.677,-122.379,0.813154850991525,1.35803685182929
13501,1,2001-05-15 15:03:00,c1,11,0,36.797,-121.849,0.952230298718718,3.33013959398816
13501,2,2001-05-15 18:22:57,mooring2,11,0,36.699,-122.394,-1.45786340523471,1.7893393764979
13501,3,2001-05-15 21:12:14,mooring1,11,0,36.75,-122.006,-2.6734314067066,3.45102608572737
15501,1,2001-06-04 14:47:53,c1,12,0,36.797,-121.85,-0.207892935386092,0.680455986971871
15501,2,2001-06-04 18:04:25,mooring2,12,0,36.69,-122.369,0.0621021180164586,3.25490209506332
15501,3,2001-06-04 20:44:54,mooring1,12,0,36.742,-122.01,NA,1.40094920244893
17801,1,2001-06-27 14:34:46,C1,11,0,36.798,-121.847,0.0733917157033022,3.59935641645285
17801,2,2001-06-27 18:03:18,Mooring2,11,0,36.712,-122.386,0.0313881958413717,2.14008110456112
17801,3,2001-06-27 20:47:43,Mooring1,11,0,36.748,-122.011,0.344073275394033,1.89359798993666
20001,1,2001-07-19 14:47:35,c1,11,0,36.797,-121.849,0.194183425829968,1.70278908372456
20001,2,2001-07-19 18:00:00,mooring2,11,0,36.687,-122.493,-2.27968921551714,0.452187103343804
20001,3,2001-07-19 20:51:12,mooring1,11,0,36.748,-122.006,0.686532854051429,-0.467486799121461
S401,1,2001-08-06 06:16:36,C1,11,0,36.796,-121.85,0.809088521336958,0.470001754243978
S401,2,2001-08-06 19:20:16,67-50,11,0,36.786,-122.057,-0.530169856141178,1.4416079632295
S401,4,2001-08-07 00:43:28,67-55,11,0,36.62,-122.415,0.816049092386176,1.72840176176664
24801,1,2001-09-05 14:53:00,c1,11,0,36.797,-121.847,-0.628157511205037,2.99551765052412
24801,2,2001-09-05 18:12:01,mooring2,11,0,36.694,-122.397,0.139576707828995,1.52128231744029
24801,3,2001-09-05 20:49:20,mooring1,11,0,36.751,-122.008,1.86895937072367,1.25579750249348
26901,1,2001-09-26 14:49:34,c1,12,0,36.796,-121.848,2.96101411268169,2.23660457267521
26901,2,2001-09-26 18:25:38,mooring2,12,0,36.703,-122.393,-0.469461376291446,0.299343562199523
26901,3,2001-09-26 21:03:18,mooring1,12,0,36.75,-122.007,1.94305608007241,-0.662870189675673
28901,1,2001-10-16 14:45:00,c1,12,0,36.797,-121.847,4.31398693823551,3.32556951145861
28901,2,2001-10-16 17:56:13,mooring2,12,0,36.705,-122.393,0.279086738175978,0.573764365939306
28901,3,2001-10-16 20:41:58,mooring1,12,0,36.751,-122.012,-0.75345572733336,0.799410788307326
31201,1,2001-11-08 15:45:46,c1,11,0,36.797,-121.85,1.46384828202363,2.41434764183503
31201,2,2001-11-08 18:54:13,mooring2,11,0,36.706,-122.403,-0.868868169112028,-0.440452594024646
31201,3,2001-11-08 21:28:07,mooring1,11,0,36.751,-122.02,0.515135921073563,1.87292692874641
33101,1,2001-11-27 15:40:57,c1,11,0,36.797,-121.849,4.28967883518495,0.993085833317128
33101,2,2001-11-27 18:48:40,mooring2,11,0,36.705,-122.382,2.74682177494599,-0.258629547214128
33101,3,2001-11-27 21:21:58,mooring1,11,0,36.743,-122.016,2.6453396970118,0.391592662475277
35201,1,2001-12-18 15:45:38,c1,11,0,36.796,-121.85,6.48762328452466,0.250912792080329
35201,2,2001-12-18 19:04:30,mooring2,11,0,36.692,-122.384,1.88657755827861,0.0850862751696257
35201,4,2001-12-18 22:15:48,mooring1,11,0,36.748,-122.003,3.80344911016955,0.188396400841306
00202,1,2002-01-02 15:44:00,c1,11,0,36.796,-121.85,1.86108635159383,-0.158346469856239
00202,2,2002-01-02 19:39:00,mooring1,11,0,36.751,-122.003,1.94755978765306,-0.538966215477004
S102,1,2002-01-28 17:58:43,c1,12,0,36.795,-121.844,0.438672263190771,0.327874668942645
S102,2,2002-01-28 20:43:55,H3,12,0,36.738,-122.022,-2.84023393080391,-1.3806423637916
S102,4,2002-01-29 01:31:39,67-55,12,0,36.62,-122.416,0.239548255339487,-3.09136250456924
05302,1,2002-02-22 15:39:38,c1,11,0,36.796,-121.848,0.689663118257405,-0.522928569833736
05302,2,2002-02-22 18:47:31,mooring2,11,0,36.698,-122.392,NA,-4.86083692900786
05302,4,2002-02-22 21:43:47,mooring1,11,0,36.749,-122.031,1.71481380797366,0.544042581160473
07002,1,2002-03-11 15:44:02,c1,11,0,36.797,-121.847,1.79220120498178,0.967695380061641
07002,2,2002-03-11 18:53:59,mooring2,11,0,36.688,-122.392,1.7615988425932,1.33098432620992
07002,3,2002-03-11 21:35:59,mooring1,11,0,36.735,-121.999,2.97594269517267,1.11144986655115
09402,1,2002-04-04 15:45:37,c1,11,0,36.797,-121.846,2.25623451062357,2.78173687499847
09402,3,2002-04-04 21:24:16,mooring1,11,0,36.754,-122.009,1.35579700857777,2.40709536729911
11302,1,2002-04-23 15:10:44,c1,11,0,36.798,-121.847,1.54553662821795,2.64209136512822
11302,2,2002-04-23 18:18:50,mooring2,11,0,36.697,-122.387,-0.639682245890995,1.72738733424754
11302,3,2002-04-23 21:11:56,mooring1,11,0,36.756,-122.02,NA,2.4067297698193
13302,1,2002-05-13 14:54:05,c1,11,0,36.797,-121.847,-0.118794797314637,1.63171746960517
13302,2,2002-05-13 18:13:38,mooring2,11,0,36.68,-122.389,0.506009444571591,0.10559528809662
13302,3,2002-05-13 21:19:21,mooring1,11,0,36.74,-122.002,NA,4.81957801171742
15402,1,2002-06-03 14:44:25,C1,11,0,36.796,-121.853,2.186484104403,2.66247993748466
15402,2,2002-06-03 17:55:28,mooring2,11,0,36.701,-122.388,-1.13921555711066,0.785564087976315
15402,3,2002-06-03 20:53:46,mooring1,11,0,36.735,-122.001,1.41633484345146,1.83663085389015
16502,1,2002-06-14 14:47:03,c1,11,0,36.797,-121.851,NA,1.10818631110238
16502,2,2002-06-14 17:53:23,mooring2,11,0,36.701,-122.392,NA,1.53891995001552
16502,3,2002-06-14 20:38:26,mooring1,11,0,36.739,-122.001,1.72472735277539,1.94251969366588
22002,1,2002-08-08 14:48:40,c1,11,0,36.794,-121.847,0.29858862914358,1.13083227174391
22002,2,2002-08-08 17:51:34,mooring2,11,0,36.704,-122.388,0.53653313580579,0.332634166357754
22002,3,2002-08-08 20:26:33,mooring1,11,0,36.742,-122.003,3.10791069935182,2.45721645727402
23802,1,2002-08-26 14:56:48,c1,11,0,36.798,-121.848,0.271340777826086,1.00328644207439
23802,2,2002-08-26 18:37:54,mooring2,11,0,36.689,-122.381,NA,0.617537465970687
23802,3,2002-08-26 21:22:34,mooring1,11,0,36.734,-122.004,2.10954594747987,0.335059095750677
26002,1,2002-09-17 14:46:15,c1,11,0,36.792,-121.842,1.70958455947084,5.49232707499268
26002,2,2002-09-17 18:08:07,mooring2,11,0,36.702,-122.398,NA,NA
26002,3,2002-09-17 21:02:21,mooring1,11,0,36.74,-121.998,3.00502065269219,2.39459319055706
28102,1,2002-10-08 14:55:39,esp2,3,0,36.81,-121.876,6.26211970844665,3.59391575927676
28102,2,2002-10-08 15:23:50,c1,11,0,36.797,-121.849,5.61053925089237,3.59390819936802
28102,3,2002-10-08 18:23:12,mooring2,11,0,36.681,-122.386,1.27159565776659,1.41131350575872
28102,4,2002-10-08 21:06:21,mooring1,11,0,36.746,-122.009,4.05764012060059,3.12344332958364
30102,1,2002-10-28 15:43:46,C1,11,0,36.797,-121.853,0.630050286445271,0.384313651550655
30102,2,2002-10-28 18:52:42,mooring2,11,0,36.678,-122.396,-1.06650915317381,-0.219938692365298
30102,3,2002-10-28 21:37:15,mooring1,11,0,36.741,-122.025,0.849851739317585,-0.025704549425788
33002,1,2002-11-26 22:02:46,mooring1,11,0,36.755,-122.013,2.61949282967879,-0.390215477045618
33002,2,2002-11-26 23:34:51,c1,11,0,36.795,-121.851,1.52082132050333,0.534857530333322
00603,1,2003-01-06 15:57:34,C1,11,0,36.797,-121.849,-0.457798416807373,0.85763015505801
00603,2,2003-01-06 19:27:26,mooring2,11,0,36.695,-122.399,0.610684171318103,2.76826281648702
00603,4,2003-01-06 22:28:38,mooring1,11,0,36.749,-122.027,1.70557847464823,2.75033308001104
02703,1,2003-01-27 15:44:35,C1,11,0,36.796,-121.847,-0.782404714636374,0.322353752502464
02703,3,2003-01-27 18:59:29,mooring2,11,0,36.685,-122.373,-1.46565363572036,2.17453385684429
02703,5,2003-01-27 21:44:34,mooring1,11,0,36.742,-122.007,1.52629692671687,-0.0721782967139845
GOCSB,2,2003-02-19 23:20:17,mooring1,12,0,36.755,-122,-0.780776930520919,NA
GOCSB,4,2003-02-20 06:29:42,mooring2,11,0,36.697,-122.377,0.0309103157200868,-0.497817267172754
06503,1,2003-03-06 15:40:13,c1,11,0,36.798,-121.847,-0.00451517809220704,3.18750849382388
06503,2,2003-03-06 18:55:03,mooring2,11,0,36.701,-122.397,2.46760237401102,0.381845003508763
06503,3,2003-03-06 21:31:56,mooring1,11,0,36.742,-122.006,0.916344330437726,3.15937173502126
08603,2,2003-03-27 16:19:40,c1,11,0,36.798,-121.851,2.00087954970553,1.31347659475415
08603,4,2003-03-27 20:31:04,mooring1,11,0,36.734,-122.012,0.469765475889476,-0.89548125867629
10403,1,2003-04-14 14:43:40,C1,11,0,36.795,-121.847,-0.0245560469158877,0.436763496715212
10403,2,2003-04-14 17:51:48,mooring2,11,0,36.703,-122.391,0.193268915202399,3.19199396362081
10403,3,2003-04-14 21:54:11,mooring1,11,0,36.738,-122.017,-0.284141680375792,1.64032127395277
11903,1,2003-04-29 14:40:42,C1,11,0,36.797,-121.854,0.0946472328308055,1.67281319477168
11903,3,2003-04-29 21:05:07,Mooring1,11,0,36.746,-122.003,-0.27456974926989,1.81160686676386
13203,1,2003-05-12 14:40:55,c1,11,0,36.795,-121.851,0.359385566878747,-0.149716525237367
13203,2,2003-05-12 17:44:51,mooring2,11,0,36.684,-122.381,1.26492358471159,1.59947504750238
GOCNB,26,2003-05-30 09:20:21,mooring2,11,0,36.696,-122.377,0.512745180238069,NA
GOCNB,27,2003-05-30 12:36:56,mooring1,11,0,36.755,-122.001,0.884129871212988,-1.48599094715328
GOCNB,28,2003-05-30 14:51:28,C1,11,0,36.797,-121.847,0.538151060115129,NA
17503,1,2003-06-24 14:48:15,c1,11,0,36.797,-121.852,-0.806573470630139,NA
17503,2,2003-06-24 18:09:18,mooring2,11,0,36.686,-122.376,-1.16016327692948,1.08502202462179
17503,3,2003-06-24 20:54:57,mooring1,11,0,36.744,-122.001,1.36282996271559,2.6275530512966
S303,1,2003-07-08 02:42:31,c1,11,0,36.797,-121.847,0.556864005251957,2.41950544553522
S303,2,2003-07-08 04:54:19,H3,11,0,36.735,-122.02,0.985936563469582,-0.16940138286788
S303,3,2003-07-08 08:00:59,67-55,11,0,36.626,-122.419,0.796278964439183,-0.442572136667431
ASN1,1,2003-08-02 16:40:17,c1,11,0,36.802,-121.849,2.4100454324779,2.88730444739425
ASN1,2,2003-08-02 17:41:37,M02,8,0,36.824,-121.951,0.137089679406608,1.10022199239962
ASN2,1,2003-08-21 16:36:40,C1,11,0,36.797,-121.856,NA,NA
ASN2,2,2003-08-21 17:37:54,M02,8,0,36.823,-121.953,1.764194522934,-0.321854005504799
ASN2,3,2003-08-21 18:35:32,MOORING1,11,0,36.782,-122.051,0.222892319758205,-0.370524696234649
28103,1,2003-10-08 14:37:32,C1,11,0,36.797,-121.848,2.96783452499862,2.75762082254038
28103,2,2003-10-08 17:43:07,Mooring2,11,0,36.696,-122.375,1.16568197869321,0.63947896301043
S403,1,2003-10-28 19:40:27,C1,11,0,36.794,-121.848,2.08842382987344,3.35482916720329
