cruise,seq,date_time,ctrb_id,bottle,depth,dec_lat,dec_long,biomass
19613,2,2013-07-15 16:20:19,mooring1,12,0,36.749,-122.02,5.11900773534888
24013,1,2013-08-28 14:48:58,C1,12,0,36.797,-121.846,4.26943966822542
24013,3,2013-08-28 17:51:40,mooring1,12,0,36.745,-122.016,6.09462685898523
24013,4,2013-08-28 19:34:12,mooring2,12,0,36.751,-122.328,5.1961167420603
CANON13,1,2013-09-19 20:47:53,c1,11,0,36.797,-121.847,5.07000547609863
CN13ID,1,2013-10-07 17:31:45,c1,12,0,36.796,-121.85,5.82760572034866
CN13ID,2,2013-10-07 20:01:37,mooring1,12,0,36.776,-122.016,4.39743714297602
CN13ID,3,2013-10-07 23:02:51,67-55,12,0,36.62,-122.415,4.85485416358415
31613,1,2013-11-12 15:48:16,C1,12,0,36.797,-121.849,4.02419521870765
31613,2,2013-11-12 17:34:01,mooring1,12,0,36.749,-122.019,5.33170135314335
31613,3,2013-11-12 20:24:31,mooring2,12,0,36.699,-122.373,4.79539627780076
34413,1,2013-12-10 15:38:57,C1,12,0,36.797,-121.853,2.31702503342096
34413,3,2013-12-10 19:36:42,mooring2,12,0,36.703,-122.404,2.55149244882131
00814,1,2014-01-08 15:38:33,C1,12,0,36.797,-121.847,2.66713653571364
00814,2,2014-01-08 17:10:41,mooring1,12,0,36.751,-122.019,2.99389513705166
00814,3,2014-01-08 19:58:59,mooring2,12,0,36.688,-122.373,2.79222234015664
05114,1,2014-02-20 15:33:27,c1,12,0,36.796,-121.848,4.16521133020115
05114,2,2014-02-20 18:55:57,mooring2,12,0,36.701,-122.385,3.22895335555192
05114,3,2014-02-20 21:22:22,mooring1,12,0,36.742,-122.025,3.37384338238858
07914,1,2014-03-20 14:47:28,C1,12,0,36.797,-121.85,3.60776326630004
07914,2,2014-03-20 17:56:13,Mooring2,12,0,36.688,-122.386,3.40554710787195
07914,3,2014-03-20 20:28:44,Mooring1,12,0,36.746,-122.026,4.29202673285279
11314,1,2014-04-23 14:32:27,c1,12,0,36.796,-121.847,5.79763977530013
11314,3,2014-04-23 17:04:31,mooring1,12,0,36.747,-122.01,5.37887868279782
11314,5,2014-04-23 19:56:03,mooring2,12,0,36.69,-122.382,4.21678578351788
12514,1,2014-05-05 14:43:13,C1,12,0,36.796,-121.85,4.84581685215689
12514,2,2014-05-05 16:12:25,MOORING1,12,0,36.751,-122.014,5.73065535588709
12514,3,2014-05-05 19:36:38,MOORING2,12,0,36.694,-122.354,4.55052261968354
14714,1,2014-05-27 14:54:20,C1,12,0,36.797,-121.849,5.213479306194
14714,3,2014-05-27 18:33:59,mooring2,12,0,36.695,-122.359,2.37590990141223
14714,2,2014-05-27 21:05:00,mooring1,12,0,36.744,-122.017,5.31368027541247
17014,1,2014-06-19 14:47:51,C1,12,0,36.797,-121.847,5.42067245000249
17014,2,2014-06-19 16:19:15,mooring1,12,0,36.752,-122.014,5.704826512792
17014,3,2014-06-19 19:38:12,mooring2,12,0,36.69,-122.371,4.97117260446903
19114,1,2014-07-10 14:43:25,C1,12,0,36.798,-121.845,4.19273186645562
19114,2,2014-07-10 16:17:12,mooring1,12,0,36.762,-122.022,4.4888273964292
30214,2,2014-10-29 16:27:01,Mooring1,12,0,36.754,-122.016,2.93806640156717
30214,3,2014-10-29 18:56:18,Mooring2,12,0,36.696,-122.359,3.33293063933675
32414,1,2014-11-20 16:21:12,c1,12,0,36.796,-121.847,2.20654588751507
32414,2,2014-11-20 18:08:34,mooring1,12,0,36.766,-122.013,2.19727824256288
32414,3,2014-11-20 20:45:52,mooring2,12,0,36.704,-122.367,2.66069196123965
GOC15,2,2015-02-07 19:22:49,Mooring1,12,0,36.7353,-122.0202,4.02176241770879
12015,1,2015-04-30 14:47:03,C1,12,0,36.798,-121.846,4.99270168389896
12015,3,2015-04-30 19:40:47,mooring2,12,0,36.691,-122.345,5.31441381089548
13115,1,2015-05-11 14:48:57,C1,12,0,36.796,-121.8455,5.13849779638184
13115,2,2015-05-11 16:25:15,Mooring1,12,0,36.755,-122.0058,4.35134894971646
13115,3,2015-05-11 19:30:29,Mooring2,12,0,36.7072,-122.343,5.91557916244594
15515,1,2015-06-04 14:45:05,C1,12,0,36.7948,-121.8467,6.84180005239113
15515,2,2015-06-04 16:32:30,mooring1,12,0,36.7418,-122.0162,7.25413462770082
15515,3,2015-06-04 19:37:13,mooring2,12,0,36.7007,-122.3838,7.43038973640566
18815,1,2015-07-07 14:59:24,C1,12,0,36.7948,-121.8478,5.96071681088946
18815,2,2015-07-07 16:26:59,Mooring1,12,0,36.7507,-122.0135,7.29361818990666
18815,3,2015-07-07 18:58:42,Mooring2,12,0,36.7005,-122.3852,3.8547012182435
21515,1,2015-08-03 14:47:22,C1,12,0,36.7962,-121.8485,5.74581852551173
21515,3,2015-08-03 19:03:57,Mooring2,12,0,36.6897,-122.3768,5.03202697190814
23715,1,2015-08-25 14:40:39,C1,12,0,36.7945,-121.8447,4.76184877937636
23715,2,2015-08-25 16:17:53,mooring1,12,0,36.743,-122.0222,5.26464798102316
23715,3,2015-08-25 18:56:40,mooring2,12,0,36.6895,-122.3787,2.13849174828424
28215,1,2015-10-09 14:49:52,C1,12,0,36.7962,-121.8468,4.02852888809396
28215,2,2015-10-09 16:22:46,mooring1,12,0,36.772,-122.0253,5.10244753901087
28215,3,2015-10-09 19:00:03,mooring2,12,0,36.6892,-122.3783,1.86335599271397
28715,4,2015-10-14 16:34:29,Mooring1,9,0,36.7632,-122.051,1.31674490619768
29915,1,2015-10-26 14:52:24,C1,12,0,36.796,-121.8478,2.48625640512495
29915,2,2015-10-26 16:24:14,mooring1,12,0,36.7435,-122.0238,5.00952066646295
32315,1,2015-11-19 15:50:02,C1,12,0,36.7965,-121.8453,5.67983758361905
32315,2,2015-11-19 17:26:40,mooring1,12,0,36.7468,-122.016,7.03774879833181
34915,1,2015-12-15 15:53:32,C1,12,0,36.7968,-121.8477,1.72164561252903
34915,2,2015-12-15 17:36:52,Mooring1,12,0,36.7458,-122.018,2.27938493863363
34915,3,2015-12-15 20:33:31,Mooring2,12,0,36.6933,-122.3792,2.37369609299547
01316,1,2016-01-13 15:51:02,C1,12,0,36.795,-121.85,1.66326659999431
01316,2,2016-01-13 19:41:10,Mooring1,12,0,36.749,-122.022,1.87255958230538
03416,2,2016-02-03 17:16:13,mooring1,12,0,36.747,-122.023,2.20223566749204
03416,3,2016-02-03 19:52:55,mooring2,12,0,36.69,-122.378,3.58888012491272
07016,1,2016-03-10 15:44:44,C1,12,0,36.796,-121.849,1.64134889757946
07016,2,2016-03-10 17:17:39,mooring1,12,0,36.763,-122.02,2.01731464357373
07016,3,2016-03-10 20:07:57,mooring2,12,0,36.696,-122.379,0.78634740870827
09016,1,2016-03-30 14:44:16,c1,12,0,36.801,-121.849,1.5695669238976
09016,2,2016-03-30 16:12:07,mooring1,12,0,36.75,-122.013,0.878209976721785
09016,3,2016-03-30 18:47:29,mooring2,12,0,36.686,-122.36,2.82607012721635
11216,1,2016-04-21 14:39:53,c1,12,0,36.796,-121.846,8.01957473150483
11216,2,2016-04-21 16:08:26,mooring1,12,0,36.75,-122.018,6.52250972888952
11216,3,2016-04-21 18:44:15,Mooring2,12,0,36.694,-122.377,-0.00922946074247133
14016,1,2016-05-19 14:46:45,C1,12,0,36.796,-121.847,3.81796367898047
14016,2,2016-05-19 16:30:19,mooring1,12,0,36.745,-122.019,4.25460836165779
16016,1,2016-06-08 14:45:45,C1,12,0,36.8,-121.84,6.78774729433646
16016,2,2016-06-08 16:15:23,Mooring1,12,0,36.746,-122.019,6.21389656334113
16016,3,2016-06-08 18:47:12,Mooring2,12,0,36.689,-122.376,5.66127537364116
18016,1,2016-06-28 14:52:56,C1,12,0,36.7998,-121.8492,8.01033626461059
18016,2,2016-06-28 16:41:18,mooring1,12,0,36.7525,-122.0157,8.03446820923383
22416,1,2016-08-11 15:13:00,C1,12,0,36.7983,-121.847,8.30257289772486
22416,2,2016-08-11 16:56:23,mooring1,12,0,36.748,-122.0207,6.78788987419933
22416,3,2016-08-11 18:04:35,mooring1,12,0,36.748,-122.0207,4.80242814559523
24416,1,2016-08-31 14:42:02,C1,12,0,36.7933,-121.8383,6.14869771404374
24416,2,2016-08-31 16:11:04,mooring1,12,0,36.7563,-122.0133,4.00484921181423
24416,3,2016-08-31 19:02:22,mooring2,12,0,36.6907,-122.3767,5.3440716031399
CANON16,12,2016-09-25 20:05:31,Mooring2,12,0,36.6978,-122.3783,3.44186086762059
CANON16,13,2016-09-25 22:59:17,Mooring1,12,0,36.7467,-122.0313,6.13703284557666
CANON16,14,2016-09-26 01:03:27,C1,12,0,36.7968,-121.85,9.28117319480735
30616,1,2016-11-01 14:42:28,C1,12,0,36.7943,-121.8435,4.27399377370214
30616,2,2016-11-01 16:27:04,mooring1,12,0,36.754,-122.0198,6.44214161253384
30616,3,2016-11-01 19:09:04,Mooring2,12,0,36.6917,-122.382,9.60725639645091
34916,1,2016-12-14 15:49:28,C1,12,0,36.7952,-121.85,4.42741922409352
34916,2,2016-12-14 17:25:21,mooring1,12,0,36.7528,-122.0263,3.78627375608067
34916,3,2016-12-14 20:02:11,mooring2,12,0,36.6995,-122.3772,3.71336199586049
00917,1,2017-01-09 15:51:07,C1,12,0,36.7972,-121.8498,3.84632423813191
00917,2,2017-01-09 17:35:17,mooring1,12,0,36.7487,-122.0238,4.22489826759968
00917,3,2017-01-09 20:23:21,mooring2,12,0,36.6937,-122.3745,4.12779239431595
03917,1,2017-02-08 15:49:46,C1,12,0,36.7983,-121.8483,2.90594037996295
03917,2,2017-02-08 17:33:40,mooring1,12,0,36.7538,-122.018,3.34455559905119
03917,3,2017-02-08 20:36:13,mooring2,12,0,36.6932,-122.375,6.24384213336944
06617,1,2017-03-07 15:47:05,C1,12,0,36.8005,-121.8603,4.67566959940398
06617,2,2017-03-07 17:26:19,mooring1,12,0,36.7453,-122.0208,4.5790075289116
06617,3,2017-03-07 20:05:03,mooring2,12,0,36.6893,-122.3762,6.69261862548581
08717,1,2017-03-28 14:46:50,c1,12,0,36.7985,-121.8517,6.6225679015229
08717,2,2017-03-28 16:24:13,mooring1,12,0,36.7445,-122.0228,5.03051464393938
10717,1,2017-04-17 14:48:43,C1,12,0,36.794,-121.8512,7.48844333997318
10717,2,2017-04-17 16:26:58,mooring1,12,0,36.7475,-122.0172,3.80678246035134
10717,3,2017-04-17 19:16:31,mooring2,12,0,36.6905,-122.3805,7.21325670525454
CANON17S,1,2017-05-02 15:14:49,C1,12,0,36.797,-121.847,7.06191748417155
CANON17S,5,2017-05-03 00:53:10,mooring1,12,0,36.7472,-122.022,7.08895169304033
CANON17S,6,2017-05-03 04:10:11,mooring2,12,0,36.6963,-122.3785,7.32787319904309
CANON17S,30,2017-05-08 04:22:45,C1,12,0,36.7977,-121.8465,6.34326533813945
18017,1,2017-06-29 14:46:52,C1,12,0,36.7953,-121.8538,8.57339155895918
18017,2,2017-06-29 16:22:49,mooring1,12,0,36.749,-122.0155,8.56585280535007
18017,3,2017-06-29 19:10:27,mooring2,12,0,36.6927,-122.3713,7.08983412048979
20017,1,2017-07-19 14:46:44,C1,12,0,36.7998,-121.8503,8.39629280386351
20017,2,2017-07-19 16:25:23,Mooring1,12,0,36.7535,-122.0223,7.68534840165758
20017,3,2017-07-19 19:07:09,Mooring2,12,0,36.6935,-122.3803,6.93558635169413
