cruise,seq,date_time,ctrb_id,bottle,depth,dec_lat,dec_long,pennate,centric
12792,9,1992-05-06 22:05:00,H1,6,0,36.62,-121.89,1.16288108593347,2.81830249249165
16392,1,1992-06-11 14:57:00,C1,12,0,36.79,-121.84,-0.712105764161243,2.55693626126472
16392,2,1992-06-11 15:54:00,M3,2,0,36.78,-121.92,0.540301898330375,1.69687206670749
16392,3,1992-06-11 16:36:00,Q4,2,0,36.86,-121.91,2.5599509631993,4.12807555490898
16392,4,1992-06-11 17:16:00,H5,1,0,36.9,-122.01,3.73181750420858,4.11720888662553
16392,5,1992-06-11 17:44:00,L4,1,0,36.88,-122.08,2.91984053451055,4.8226107058894
16392,6,1992-06-11 18:49:00,H3,12,0,36.77,-122.01,2.89541944132446,4.55308826492678
16392,7,1992-06-11 20:26:00,C7,12,0,36.63,-122.13,1.28946320021002,3.93309850854857
16392,8,1992-06-11 21:18:00,Q5,2,0,36.63,-122.01,3.61207113931455,4.52024303548866
16392,9,1992-06-11 22:00:00,H1,6,0,36.62,-121.89,2.85720338565461,4.65888399007703
16992,1,1992-06-17 20:01:00,H3,12,0,36.77,-122.01,4.79328328935259,6.25151444896473
16992,2,1992-06-17 21:29:00,C7,12,0,36.63,-122.13,5.10959594222,6.24704271300491
18392,1,1992-07-01 14:51:00,C1,12,0,36.79,-121.84,-2.4100255480046,1.32913441786701
18392,2,1992-07-01 15:54:00,M3,2,0,36.78,-121.92,-1.97176451121546,0.56622816362775
18392,3,1992-07-01 16:37:00,Q4,2,0,36.86,-121.91,-1.55178239994594,1.18560341545271
18392,4,1992-07-01 17:19:00,H5,1,0,36.9,-122.01,-0.10260764162829,0.0451769777995583
18392,5,1992-07-01 17:48:00,L4,1,0,36.88,-122.08,-1.53549531109624,-0.376052918555483
18392,6,1992-07-01 18:52:00,H3,12,0,36.77,-122.01,-0.187035851640264,-1.06055667705904
18392,7,1992-07-01 20:37:00,C7,13,0,36.63,-122.13,1.47267203736361,-1.4416929126616
18392,8,1992-07-01 21:51:00,Q5,1,0,36.63,-122.01,-0.0722341903183735,0.945644464546683
18392,9,1992-07-01 22:28:00,H1,6,0,36.62,-121.89,0.146236588715811,1.2793339552088
19792,1,1992-07-15 14:48:00,C1,12,0,36.79,-121.84,-0.539149655317395,-2.58473582488829
19792,3,1992-07-15 16:55:00,H1,6,0,36.62,-121.89,-1.26343622559676,1.0949178057963
19792,5,1992-07-15 18:43:00,C7,12,0,36.63,-122.14,1.00307631670799,0.0898617275447895
19792,6,1992-07-15 20:19:00,H3,12,0,36.77,-122.01,0.098505976891531,1.34986297417675
21892,1,1992-08-05 14:38:00,C1,12,0,36.79,-121.84,2.90165837923375,4.30945712463405
21892,3,1992-08-05 16:35:00,H1,6,0,36.62,-121.89,3.67387558185303,3.93209438092202
21892,5,1992-08-05 18:22:00,C7,11,0,36.63,-122.14,3.76834799698641,4.79385261944349
21892,6,1992-08-05 20:11:00,H3,12,0,36.77,-122.01,4.23030944982777,5.45583755462955
21892,7,1992-08-05 21:26:00,L4,2,0,36.88,-122.08,4.19203179338785,5.61634546891769
21892,8,1992-08-05 21:55:00,H5,4,0,36.9,-122.01,4.26685120718776,5.58936008320395
21892,9,1992-08-05 22:36:00,Q4,2,0,36.85,-121.91,3.41506912263746,4.95647265901497
25392,1,1992-09-09 14:43:00,C1,12,0,36.79,-121.84,-0.432223953888858,1.54428117357266
25392,3,1992-09-09 16:52:00,H1,6,0,36.62,-121.89,1.14601768496512,1.64055763173285
25392,5,1992-09-09 18:44:00,C7,12,0,36.63,-122.13,NA,0.620717875578839
25392,6,1992-09-09 20:28:00,H3,12,0,36.77,-122.01,0.0600842405426527,-0.0484930083246037
28992,1,1992-10-15 14:52:00,C1,12,0,36.79,-121.84,2.09092757392788,0.235299764251251
28992,3,1992-10-15 18:53:00,H3,12,0,36.78,-122.01,0.479700834005791,1.97036078115125
28992,5,1992-10-15 20:22:00,H5,2,0,36.9,-122.01,-0.515123178372752,-0.0742872189867064
28992,6,1992-10-15 21:01:00,Q4,2,0,36.86,-121.9,0.967372743943168,-0.801235858715604
30992,1,1992-11-04 15:44:00,C1,12,0,36.79,-121.84,-0.0888235634626549,0.444909514189035
30992,2,1992-11-04 16:30:00,M3,2,0,36.78,-121.93,-0.636727150369231,0.984108993777293
30992,3,1992-11-04 17:38:00,H1,6,0,36.62,-121.89,-0.147037041852962,1.21667706241037
30992,4,1992-11-04 18:24:00,Q5,2,0,36.63,-122.01,0.62910826793059,1.23035550011589
30992,5,1992-11-04 19:31:00,C7,12,0,36.63,-122.14,0.283901434839144,0.409419944091384
30992,6,1992-11-04 21:09:00,H3,12,0,36.77,-122.01,0.0532535218856532,-0.68615766423893
30992,7,1992-11-04 22:17:00,L4,2,0,36.88,-122.08,0.372956379107936,0.128298223449479
30992,8,1992-11-04 22:46:00,H5,2,0,36.9,-122.01,1.36849921248939,1.25470565169239
30992,9,1992-11-04 23:26:00,Q4,2,0,36.86,-121.9,-0.72068077492006,-0.0233546081177179
SU92-4,1,1992-11-17 17:52:00,Mooring1,7,0,36.76,-122.01,1.20861341999352,3.22928494155216
35192,1,1992-12-16 17:13:00,H3,12,0,36.78,-122.01,-1.38901405613986,1.68353578453682
35192,2,1992-12-16 19:39:00,C7,12,0,36.63,-122.14,-0.786098345030203,-0.0354976523531572
35192,3,1992-12-16 20:45:00,Q5,2,0,36.63,-122.01,-0.682167676516937,1.81440234025634
35192,5,1992-12-16 22:43:00,M3,2,0,36.78,-121.93,-2.07689279250228,1.1491593213383
35192,6,1992-12-16 23:25:00,C1,12,0,36.79,-121.84,-0.101889878625404,2.11644212389602
01393,1,1993-01-13 18:17:00,C1,12,0,36.79,-121.84,-1.99304368618937,-1.78694507703485
01393,2,1993-01-13 19:59:00,H3,12,0,36.78,-122.02,-2.35878514268224,-3.02394658003516
02593,1,1993-01-25 16:07:00,C1,12,0,36.79,-121.85,-1.48355444074385,0.687661662579203
02593,2,1993-01-25 17:19:00,H3,12,0,36.77,-122.01,-2.0313754491108,1.03913047193446
04193,1,1993-02-10 16:20:00,C1,12,0,36.79,-121.84,0.478566859906223,3.2677310154948
04193,2,1993-02-10 19:29:00,Mooring1,12,0,36.74,-122.02,-0.586224685427454,2.34428570941301
04193,3,1993-02-10 20:08:00,H3,12,0,36.77,-122.01,1.15791650972725,2.4009735300992
04193,4,1993-02-10 22:04:00,MOORING2,12,0,36.71,-122.38,0.431375190663238,2.40411606530208
05493,1,1993-02-23 15:53:00,C1,12,0,36.79,-121.84,1.06634870513471,3.71355148112657
05493,2,1993-02-23 17:09:00,H3,12,0,36.77,-122.01,0.12862889499715,2.0122519094507
05493,3,1993-02-23 18:02:00,Mooring1,12,0,36.75,-122,0.324259391068004,2.40292804169007
05493,4,1993-02-23 20:32:00,MOORING2,12,0,36.7,-122.37,1.42603777418023,2.76163785476674
06993,1,1993-03-10 16:35:00,C1,12,0,36.79,-121.85,0.116770078343866,3.82087766263715
06993,2,1993-03-10 18:19:00,Mooring1,12,0,36.74,-122.01,-0.14488127382011,2.72771451818038
06993,3,1993-03-10 19:20:00,H3,12,0,36.77,-122.01,0.674301205526036,3.86134688896816
06993,4,1993-03-10 21:46:00,MOORING2,12,0,36.68,-122.39,-0.00432232781473865,3.18575600893681
09793,1,1993-04-07 15:11:00,C1,11,0,36.79,-121.85,3.30961842551041,3.95892512168966
09793,2,1993-04-07 18:32:00,Mooring1,12,0,36.73,-122.01,3.90886042975348,5.39533647620866
09793,3,1993-04-07 19:18:00,H3,12,0,36.77,-122.01,2.61253806757327,5.18243541081855
11193,1,1993-04-21 15:20:00,C1,9,0,36.8,-121.85,2.01643970590296,5.55583556161222
11193,2,1993-04-21 19:34:00,Mooring1,12,0,36.74,-122.01,1.84311348677192,5.40685649755128
11193,3,1993-04-21 20:26:00,H3,12,0,36.77,-122.01,1.69396635950284,5.78676717657141
14693,1,1993-05-26 15:07:00,C1,12,0,36.79,-121.84,-0.0427457186916436,0.429567627928851
14693,2,1993-05-26 16:46:00,Mooring1,12,0,36.76,-122.01,0.516708286924146,0.857002616534916
14693,3,1993-05-26 17:35:00,H3,12,0,36.78,-122.01,0.12519373072149,0.0572778511514734
14693,4,1993-05-26 19:33:00,Midpoint,12,0,36.72,-122.2,1.200291235661,2.79463368655931
16093,1,1993-06-09 17:08:00,Mooring1,12,0,36.74,-122.01,1.83658734946357,2.80265031068452
16093,2,1993-06-09 17:56:00,H3,12,0,36.77,-122.01,2.38718567468384,3.16705388550936
16093,3,1993-06-09 19:25:00,Midpoint,12,0,36.72,-122.19,1.07386218275836,1.52265923564041
16093,4,1993-06-09 21:37:00,C1,12,0,36.79,-121.84,0.0958155066506596,2.86147581813496
18893,1,1993-07-07 14:52:00,C1,12,0,36.79,-121.84,3.85906478898463,5.50729579250855
18893,2,1993-07-07 17:30:00,Mooring1,12,0,36.76,-122.02,4.79779880867757,6.49062085548309
18893,3,1993-07-07 18:41:00,H3,12,0,36.78,-122.01,4.08837159283646,6.25206516110403
18893,4,1993-07-07 20:11:00,Midpoint,12,0,36.73,-122.19,3.90054660271944,5.65923023628027
20293,1,1993-07-21 14:53:00,C1,12,0,36.79,-121.84,-1.00167434348388,0.600268991068356
20293,3,1993-07-21 17:16:00,H3,12,0,36.77,-122.01,-1.36483428462241,0.833046939524918
20293,4,1993-07-21 19:41:00,MOORING2,12,0,36.68,-122.4,-1.6882755132074,1.21684085469073
21693,1,1993-08-04 15:16:00,C1,11,0,36.79,-121.84,0.804075666262499,3.4901951954902
21693,2,1993-08-04 16:24:00,H3,12,0,36.77,-122.01,2.05896417930113,4.53582786773744
21693,3,1993-08-04 17:16:00,Mooring1,12,0,36.75,-122.01,0.0950346873142988,2.89048758452134
21693,4,1993-08-04 19:42:00,Midpoint,12,0,36.72,-122.2,-1.46335252697247,-0.311167713725169
24493,1,1993-09-01 15:08:00,C1,11,0,36.79,-121.85,0.91788625834457,2.95205751585485
24493,2,1993-09-01 16:19:00,Mooring1,11,0,36.75,-122.01,-1.00125239278596,-0.0726083279516297
24493,3,1993-09-01 17:49:00,H3,11,0,36.77,-122.01,-0.700619025398661,0.634442807634934
24493,4,1993-09-01 19:58:00,MOORING2,11,0,36.7,-122.39,-1.41424948993332,1.17248801957021
27993,1,1993-10-06 14:58:00,C1,12,0,36.79,-121.84,3.06695898815454,4.96936988878396
27993,2,1993-10-06 16:20:00,Mooring1,11,0,36.75,-122.01,2.55261864574847,4.4287886363687
27993,3,1993-10-06 17:34:00,H3,11,0,36.77,-122.01,2.25911856310388,4.67162981686209
30093,1,1993-10-27 15:30:00,C1,11,0,36.79,-121.84,2.62862402000377,3.44086527045853
30093,2,1993-10-27 16:40:00,H3,12,0,36.77,-122.01,2.42257919355496,3.50817031667293
30093,3,1993-10-27 18:46:00,MOORING2,11,0,36.7,-122.38,-0.998325422228485,0.0447419813228627
SU93-4,1,1993-11-10 18:57:00,H3,12,0,36.76,-122.01,0.854124221958983,2.39939632747009
32793,1,1993-11-23 15:56:00,C1,11,0,36.79,-121.84,0.645925061365164,1.49757854714756
32793,2,1993-11-23 17:13:00,Mooring1,12,0,36.75,-122.01,1.97296206688734,3.13169566272607
32793,3,1993-11-23 21:18:00,MOORING2,11,0,36.68,-122.39,0.327624640389811,3.57864834635622
34993,1,1993-12-15 15:58:00,C1,11,0,36.79,-121.84,0.305618253137293,1.5674523245349
34993,2,1993-12-15 17:39:00,Mooring1,12,0,36.75,-122,-1.34135923712614,0.940801474268608
34993,3,1993-12-15 21:01:00,MOORING2,11,0,36.7,-122.37,-0.233265859454624,1.03625733736134
02694,1,1994-01-26 20:03:00,MOORING2,11,0,36.68,-122.4,-0.452089843511695,-1.7294327673603
02694,2,1994-01-26 22:16:00,Mooring1,12,0,36.75,-122.02,-1.9128564900724,-0.130306882663349
05494,1,1994-02-23 16:05:00,C1,11,0,36.79,-121.85,-0.0762009300937354,0.218119753145906
05494,2,1994-02-23 19:03:00,MOORING2,12,0,36.68,-122.38,-1.7380272514336,-0.0906492587921331
05494,3,1994-02-23 21:20:00,Mooring1,11,0,36.74,-122.02,-1.96017338713641,-0.978001255568679
06894,1,1994-03-09 15:46:00,C1,11,0,36.79,-121.84,1.64935165461805,3.10989761769293
06894,2,1994-03-09 19:53:00,MOORING2,1,0,36.69,-122.38,-1.86383351122079,-1.64942692065046
06894,3,1994-03-09 21:52:00,Mooring1,12,0,36.75,-122.02,-0.0263912043809536,2.00850271555069
08294,1,1994-03-23 16:06:00,C1,11,0,36.79,-121.84,1.09352771744984,3.68589613343486
08294,2,1994-03-23 17:24:00,Mooring1,12,0,36.74,-122.02,0.403968655648158,1.73791801876593
10394,1,1994-04-13 15:00:00,C1,11,0,36.79,-121.84,0.727855323520066,1.75967729596204
10394,2,1994-04-13 18:44:00,MOORING2,11,0,36.68,-122.38,0.422751500443291,2.94445066330871
10394,3,1994-04-13 21:36:00,Mooring1,12,0,36.74,-122.01,0.491023652469596,2.80006288954677
11794,1,1994-04-27 15:04:00,C1,11,0,36.79,-121.84,2.76656090389087,5.0702129303675
11794,2,1994-04-27 17:07:00,Mooring1,12,0,36.74,-122.01,0.728615670612887,5.6220594026276
13894,1,1994-05-18 15:00:00,C1,11,0,36.79,-121.84,3.70330591549734,6.10613913431826
13894,2,1994-05-18 18:12:00,MOORING2,11,0,36.68,-122.38,1.64976167085536,3.06796767568518
13894,3,1994-05-18 20:44:00,Mooring1,12,0,36.74,-122.01,2.77853997833319,4.41151851720062
15994,1,1994-06-08 17:23:00,Mooring1,11,0,36.73,-122,1.32577335893476,2.0888542280281
15994,2,1994-06-08 19:07:00,Midpoint,11,0,36.72,-122.19,0.826071013657551,1.61884433301866
15994,3,1994-06-08 21:55:00,C1,11,0,36.79,-121.84,4.75192171376495,5.10640442311273
18094,1,1994-06-29 15:12:00,C1,11,0,36.79,-121.84,4.7531944835141,5.47537143277387
18094,2,1994-06-29 18:50:00,MOORING2,11,0,36.68,-122.38,1.55006533148728,3.86261044661134
18094,3,1994-06-29 21:09:00,Mooring1,12,0,36.74,-122.01,2.30113273883815,3.71155217443621
20194,1,1994-07-20 18:57:00,MOORING2,11,0,36.69,-122.39,-0.718134786656623,0.764681952013459
20194,2,1994-07-20 21:12:00,Mooring1,12,0,36.75,-122.02,-0.412427791428188,-0.0414899258700765
22394,1,1994-08-11 15:02:00,C1,11,0,36.79,-121.84,5.15742775709529,4.98842080259253
22394,2,1994-08-11 16:23:00,Mooring1,12,0,36.74,-122.01,4.42632844361093,4.61365563254078
22394,3,1994-08-11 20:01:00,MOORING2,11,0,36.69,-122.38,0.58900703106344,1.54629319283705
23694,1,1994-08-24 15:02:00,C1,11,0,36.79,-121.84,5.28068439035575,3.27347123925151
23694,2,1994-08-24 18:42:00,MOORING2,11,0,36.7,-122.39,5.02164077765093,3.0238182927537
23694,3,1994-08-24 21:01:00,Mooring1,12,0,36.74,-122.02,2.79049598829665,1.89021182842416
25094,1,1994-09-07 15:46:00,C1,11,0,36.79,-121.84,5.92632931997679,3.98378818252227
25094,2,1994-09-07 17:39:00,Mooring1,11,0,36.74,-122.02,5.46188357795462,2.97173298056203
25094,3,1994-09-07 19:42:00,MOORING2,11,0,36.7,-122.38,4.81599167555764,2.17144706256335
27194,1,1994-09-28 14:43:00,C1,11,0,36.79,-121.84,1.32464685696264,1.39705624376392
27194,2,1994-09-28 16:00:00,Mooring1,11,0,36.74,-122.02,-1.61007811732152,-0.637530843999111
27194,3,1994-09-28 19:43:00,MOORING2,11,0,36.7,-122.38,-0.209758531704087,-3.12983525807747
29294,1,1994-10-19 14:50:00,C1,11,0,36.79,-121.84,2.62357778005259,4.64887100232154
29294,2,1994-10-19 18:33:00,MOORING2,11,0,36.68,-122.39,-0.553216556760124,-1.05499548327268
29294,3,1994-10-19 21:28:00,Mooring1,12,0,36.75,-122.02,2.62514695598981,4.39941834333403
31394,1,1994-11-09 16:35:00,C1,11,0,36.79,-121.84,-0.188305022072473,1.31447473025341
33494,1,1994-11-30 15:49:00,C1,11,0,36.79,-121.85,-0.356714944738754,1.36378542507149
33494,2,1994-11-30 19:19:00,MOORING2,11,0,36.7,-122.38,-3.20707077941844,0.406240807175837
33494,3,1994-11-30 21:38:00,Mooring1,12,0,36.73,-122.02,-0.861802546590085,-0.707012866421584
35594,1,1994-12-21 16:07:00,C1,11,0,36.79,-121.84,-0.867936376941489,-1.20159895746455
35594,2,1994-12-21 19:02:00,MOORING2,11,0,36.68,-122.39,-1.83988305560983,-1.80832187172708
35594,3,1994-12-21 21:15:00,Mooring1,12,0,36.75,-122.03,-1.81947399319677,-3.20855427579633
03995,1,1995-02-08 20:20:00,C1,11,0,36.79,-121.84,0.989488775883085,4.28646077218553
03995,2,1995-02-08 21:45:00,Mooring1,12,0,36.75,-122.01,-0.808593947418803,1.90756128430317
03995,3,1995-02-09 00:03:00,MOORING2,11,0,36.7,-122.38,-1.20010031211206,0.174072627735543
06095,1,1995-03-01 16:16:00,C1,11,0,36.79,-121.84,-0.779849514399238,2.15313382030212
06095,2,1995-03-01 17:42:00,Mooring1,12,0,36.75,-122.03,-1.36341803111892,-0.813822143810864
06095,3,1995-03-01 20:27:00,MOORING2,11,0,36.7,-122.37,-1.24618813019275,-3.23041717071476
07495,1,1995-03-15 15:52:00,C1,11,0,36.79,-121.85,-0.0971432588676425,1.72461381914806
07495,2,1995-03-15 19:09:00,MOORING2,11,0,36.69,-122.39,-1.40769778901393,-2.48050435412678
07495,3,1995-03-15 21:28:00,Mooring1,12,0,36.75,-122.02,-1.64494074547676,1.89778506367195
08895,1,1995-03-29 15:58:00,C1,11,0,36.79,-121.85,0.932891768957258,2.68796524195414
08895,2,1995-03-29 18:28:00,Mooring1,12,0,36.73,-122.01,0.50830384675748,3.47629093939538
08895,3,1995-03-29 20:43:00,MOORING2,11,0,36.68,-122.37,0.875919052613429,2.92741933157686
14495,1,1995-05-24 14:58:00,C1,11,0,36.79,-121.84,3.07010988792241,5.53476475210534
14495,2,1995-05-24 16:27:00,Mooring1,12,0,36.74,-122.01,3.80418571398075,5.273003261121
14495,3,1995-05-24 19:52:00,MOORING2,11,0,36.69,-122.37,1.5375207694299,6.46896213263905
16595,2,1995-06-14 17:35:00,Mooring1,12,0,36.74,-122.01,2.43613429795993,3.4418017525041
16595,3,1995-06-14 21:06:00,MOORING2,11,0,36.68,-122.39,3.04110116326122,4.54978370487711
17995,1,1995-06-28 14:51:00,C1,11,0,36.79,-121.84,2.72591506980336,4.38747036564702
17995,2,1995-06-28 18:09:00,MOORING2,11,0,36.7,-122.37,-2.4485824351316,2.47131300679253
19395,1,1995-07-12 14:54:00,C1,12,0,36.79,-121.84,0.128202343431373,0.737334386399602
19395,2,1995-07-12 18:45:00,MOORING2,12,0,36.7,-122.37,-0.61262581822906,0.402286060286143
19395,3,1995-07-12 21:31:00,Mooring1,12,0,36.73,-122.01,1.94888756928014,2.89491149324212
20795,1,1995-07-26 15:12:00,C1,12,0,36.79,-121.84,3.77950511046988,4.6520505466909
20795,2,1995-07-26 16:56:00,Mooring1,11,0,36.74,-122.01,4.85701757222167,5.23564589605286
20795,3,1995-07-26 20:24:00,MOORING2,11,0,36.69,-122.39,1.48124242991539,1.14861187991584
22195,1,1995-08-09 14:51:00,C1,12,0,36.79,-121.84,1.79151977383674,3.0553501299286
22195,2,1995-08-09 18:46:00,MOORING2,11,0,36.67,-122.37,1.21630080133882,2.94372093195855
22195,3,1995-08-09 21:14:00,Mooring1,12,0,36.75,-122.01,1.11453255273438,0.309240510351148
23595,1,1995-08-23 14:46:00,C1,11,0,36.81,-121.84,1.97715186173153,2.54383524593036
23595,2,1995-08-23 17:57:00,MOORING2,12,0,36.68,-122.37,0.249256423151454,3.52315495107435
23595,3,1995-08-23 21:40:00,Mooring1,12,0,36.75,-122.01,0.141559456313349,3.8982033523936
25695,1,1995-09-13 15:06:00,C1,12,0,36.79,-121.84,-2.1611983843103,1.01529553269852
25695,2,1995-09-13 16:28:00,Mooring1,11,0,36.73,-122.01,-0.645496713217333,1.73191108772581
25695,3,1995-09-13 20:36:00,MOORING2,11,0,36.69,-122.37,-2.1473007702685,-0.476466065880057
27095,1,1995-09-27 14:58:00,C1,12,0,36.79,-121.84,2.03388923623379,1.07360075856229
27095,2,1995-09-27 18:58:00,MOORING2,12,0,36.7,-122.37,-0.354953569211826,NA
27095,3,1995-09-27 21:16:00,Mooring1,11,0,36.74,-122.01,0.0993311756631496,2.21798263042073
28495,1,1995-10-11 14:47:00,C1,12,0,36.79,-121.84,3.8291698220651,1.07040963976812
28495,2,1995-10-11 17:00:00,Mooring1,12,0,36.75,-122.03,3.97567839922353,2.11724562688941
28495,3,1995-10-11 19:18:00,MOORING2,12,0,36.69,-122.37,0.807064085688886,-0.680943943861473
29895,1,1995-10-25 15:31:00,C1,12,0,36.79,-121.84,2.93191615808527,1.48942028192932
29895,2,1995-10-25 19:01:00,MOORING2,12,0,36.68,-122.37,0.439662971434768,-3.5760151623352
29895,3,1995-10-25 21:11:00,Mooring1,12,0,36.73,-122,1.84875634224321,-1.45456463659937
31995,1,1995-11-15 15:56:00,C1,12,0,36.79,-121.84,3.58382639118767,3.4047867986571
31995,2,1995-11-15 19:40:00,MOORING2,12,0,36.7,-122.38,-1.00721155899696,NA
31995,3,1995-11-15 22:15:00,Mooring1,12,0,36.75,-122.02,3.5629284008401,4.39547016412904
34095,1,1995-12-06 16:09:00,C1,12,0,36.79,-121.84,3.15846492271209,4.04209468765056
34095,2,1995-12-06 18:52:00,Mooring1,12,0,36.74,-122.04,4.39691131858849,4.22550603213026
34095,3,1995-12-06 21:51:00,TRANSECT,12,0,36.73,-122.14,0.623744582289295,2.62458561770638
00396,1,1996-01-03 15:53:00,C1,12,0,36.79,-121.85,-1.00054500408175,-0.944109099550981
00396,2,1996-01-03 19:46:00,MOORING2,12,0,36.69,-122.36,-0.777810044738657,-0.743720734023147
03196,1,1996-01-31 17:22:00,C1,12,0,36.8,-121.85,-0.711942715144271,1.80189526143006
03196,3,1996-02-01 00:09:00,Mooring1,12,0,36.74,-122,-0.817507046227554,-1.28416024469497
04596,1,1996-02-14 15:45:00,C1,12,0,36.79,-121.85,-0.304268198239657,1.4380793221196
04596,2,1996-02-14 17:50:00,Mooring1,12,0,36.74,-122.03,-0.590242277452227,-0.597771548352221
04596,3,1996-02-14 20:53:00,MOORING2,12,0,36.7,-122.38,-0.252474529509623,-2.3569145708728
07396,1,1996-03-13 17:37:00,C1,12,0,36.79,-121.84,1.51951889416783,2.95070624612465
07396,2,1996-03-13 19:24:00,Mooring1,12,0,36.74,-122.02,-0.944301907308106,-1.58015584750992
09496,1,1996-04-03 17:33:00,C1,12,0,36.79,-121.84,2.92498760070148,3.86867703669643
09496,2,1996-04-03 20:41:00,MOORING2,12,0,36.68,-122.37,2.27797954411352,4.12475774048081
09496,3,1996-04-03 22:35:00,Mooring1,11,0,36.74,-122.01,-0.175904589637514,1.31458834810513
11596,1,1996-04-24 14:23:00,C1,12,0,36.79,-121.84,-0.376377776214601,1.85252415966579
11596,2,1996-04-24 18:40:00,MOORING2,12,0,36.74,-122.39,-1.89803373556224,-0.0738500054299984
11596,3,1996-04-24 21:11:00,Mooring1,12,0,36.73,-122.01,1.26864981587327,2.4772683017417
13696,1,1996-05-15 15:50:00,C1,12,0,36.79,-121.84,3.93843006945761,5.09664649329702
13696,2,1996-05-15 19:42:00,MOORING2,12,0,36.7,-122.37,2.58424755891386,4.93726322648297
13696,3,1996-05-15 21:55:00,Mooring1,12,0,36.75,-122.02,3.37251388189827,5.44997949822057
15796,1,1996-06-05 20:50:00,C1,12,0,36.79,-121.84,4.18047637056017,4.3847584249348
15796,2,1996-06-05 22:18:00,Mooring1,12,0,36.75,-122.02,3.24733499360816,3.00780406538795
15796,3,1996-06-06 00:35:00,MOORING2,12,0,36.7,-122.38,3.74171442700425,2.3239138101245
17896,1,1996-06-26 14:49:00,C1,12,0,36.79,-121.84,4.8200223384602,3.40872547433293
17896,2,1996-06-26 16:45:00,Mooring1,12,0,36.73,-122,0.0485996698360624,1.67168888161865
17896,3,1996-06-26 19:16:00,MOORING2,12,0,36.7,-122.39,3.81014174126035,4.08060772576294
20096,1,1996-07-18 14:52:00,C1,12,0,36.79,-121.84,3.31042311569563,3.87770057209075
20096,2,1996-07-18 16:36:00,Mooring1,12,0,36.74,-122.01,2.0002054044742,3.17884297722296
20096,3,1996-07-18 19:47:00,MOORING2,12,0,36.7,-122.4,-2.54884375181431,-1.11156379855715
21996,1,1996-08-06 14:53:00,C1,12,0,36.79,-121.84,0.839359578291389,2.20166426288671
21996,2,1996-08-06 18:57:00,MOORING2,12,0,36.69,-122.38,0.336465808029121,-0.921702851005517
21996,3,1996-08-06 21:09:00,Mooring1,12,0,36.75,-122.02,2.44955067888829,2.85506784405981
24096,1,1996-08-27 14:48:00,C1,12,0,36.79,-121.84,5.28837000014047,3.01397859239096
24096,2,1996-08-27 19:51:00,MOORING2,12,0,36.68,-122.39,3.84693997340476,2.84649684406761
24096,3,1996-08-27 22:23:00,Mooring1,12,0,36.74,-122,4.57265536201612,4.18243512196227
26196,1,1996-09-17 14:47:00,C1,12,0,36.79,-121.84,4.94355413697554,1.39951680800519
26196,2,1996-09-17 16:59:00,Mooring1,12,0,36.74,-122.01,6.04891534000656,2.09533371447786
26196,3,1996-09-17 19:29:00,MOORING2,12,0,36.68,-122.4,5.68074782238972,0.250561033439159
28396,1,1996-10-09 14:51:00,C1,12,0,36.79,-121.85,3.33300037196461,3.09792751501272
28396,2,1996-10-09 18:37:00,MOORING2,12,0,36.7,-122.38,2.94532569118427,1.58422738074678
28396,3,1996-10-09 20:51:00,Mooring1,12,0,36.75,-122.02,4.57806471955569,3.83894967016073
02297,1,1997-01-22 16:37:00,C1,12,0,36.8,-121.85,0.115139544710966,0.782436087009256
02997,1,1997-01-29 16:02:00,C1,12,0,36.8,-121.85,-1.85291173022156,0.654195311264915
02997,2,1997-01-29 20:21:00,MOORING2,12,0,36.71,-122.38,-1.0434084504338,-0.667775774012084
04997,1,1997-02-18 15:54:00,C1,12,0,36.8,-121.85,-0.537669381744784,3.30317498712643
04997,2,1997-02-18 19:58:00,Mooring1,12,0,36.74,-122,2.50828881061547,2.45152013787036
S197,2,1997-03-03 13:22:00,C1,12,0,36.79,-121.84,0.588192693572432,3.85373456511342
S197,5,1997-03-03 21:22:00,H3,11,0,36.72,-122.01,1.12610163715072,2.46931667181164
S197,11,1997-03-04 22:30:00,MOORING2,11,0,36.7,-122.38,1.81613788612266,1.64465272806772
08797,1,1997-03-28 16:05:00,C1,12,0,36.8,-121.84,-3.46353033684946,-1.47163876464577
08797,2,1997-03-28 18:26:00,Mooring1,12,0,36.75,-122.01,-0.334789053968241,NA
10697,1,1997-04-16 15:06:00,C1,12,0,36.8,-121.85,1.20788006104689,2.77205783134214
10697,2,1997-04-16 18:36:00,MOORING2,12,0,36.67,-122.38,-0.644966726035192,1.89666032926042
10697,3,1997-04-16 21:58:00,Mooring1,12,0,36.73,-122,2.37789671903713,3.44728284380144
12797,1,1997-05-07 14:46:00,C1,12,0,36.8,-121.85,2.42146832321438,2.248213275339
12797,2,1997-05-07 19:02:00,MOORING2,12,0,36.69,-122.4,4.36482397627743,4.44115978008626
12797,3,1997-05-07 22:18:00,Mooring1,12,0,36.74,-122,1.70614003213137,2.28446796444646
16997,1,1997-06-18 14:56:00,C1,12,0,36.8,-121.84,4.75093815169449,4.5865038896233
16997,2,1997-06-18 19:31:00,MOORING2,12,0,36.69,-122.38,1.76655447539283,3.30780686479201
16997,3,1997-06-18 22:17:00,Mooring1,12,0,36.74,-122.01,2.72853292387841,2.09572585460729
